NP_001288811.1 NP_186887.1
XP_009133129.1 NP_001323532.1
XP_009133135.1 NP_181259.1
XP_009133136.1 NP_181260.1
XP_009133137.1 NP_181262.1
XP_009133141.1 NP_181263.2
XP_009133147.2 NP_001078409.1
XP_009133148.1 NP_850280.1
XP_009133150.1 NP_565860.1
XP_009133155.1 NP_001031670.1
XP_009133160.2 NP_180841.2
XP_009133165.2 NP_567590.3
XP_009133182.1 NP_850283.1
XP_009133183.1 NP_973623.1
XP_009133186.2 NP_001031503.1
XP_009133189.1 NP_195492.2
XP_009133196.1 NP_181299.1
XP_009133198.1 NP_181301.1
XP_009133202.2 NP_181307.1
XP_009133204.1 NP_001031505.1
XP_009133206.1 NP_974576.1
XP_009133209.1 NP_850285.1
XP_009133211.1 NP_850286.1
XP_009133212.1 NP_001031506.1
XP_009133214.1 NP_181325.2
XP_009133215.1 NP_181326.1
XP_009133216.1 NP_565874.1
XP_009133223.1 NP_181334.1
XP_009133227.1 NP_850290.1
XP_009133228.1 NP_565880.1
XP_009133238.1 NP_565884.2
XP_009133240.1 NP_181360.1
XP_009133241.1 NP_565885.1
XP_009133243.2 NP_180300.2
XP_009133245.1 NP_193721.2
XP_009133246.1 NP_565887.1
XP_009133247.1 NP_565888.1
XP_009133248.1 NP_181367.2
XP_009133249.2 NP_181370.1
XP_009133253.2 NP_181374.1
XP_009133257.1 NP_565889.2
XP_009133258.1 NP_001324615.1
XP_009133259.1 NP_181381.2
XP_009133264.1 NP_181390.1
XP_009133265.1 NP_181391.4
XP_009133269.1 NP_849475.1
XP_009133275.1 NP_001031507.1
XP_009133282.1 NP_001318374.1
XP_009133287.1 NP_973635.2
XP_009133288.1 NP_001031509.1
XP_009133290.1 NP_001190774.1
XP_009133291.1 NP_565895.1
XP_009133294.1 NP_181413.2
XP_009133295.1 NP_181412.2
XP_009133296.1 NP_001324242.1
XP_009133297.1 NP_176296.2
XP_009133304.1 NP_181418.3
XP_009133310.1 NP_001324558.1
XP_009133311.1 NP_565897.1
XP_009133313.1 NP_181425.1
XP_009133320.1 NP_193730.2
XP_009133323.1 NP_001189709.1
XP_009133328.1 NP_181435.1
XP_009133329.1 NP_181437.1
XP_009133330.2 NP_850116.1
XP_009133332.1 NP_567591.1
XP_009133334.1 NP_565899.1
XP_009133339.1 NP_181450.1
XP_009133342.1 NP_565902.1
XP_009133343.1 NP_001329418.1
XP_009133346.1 NP_565900.1
XP_009133349.1 NP_181455.1
XP_009133350.2 NP_181459.4
XP_009133351.1 NP_001318355.1
XP_009133353.2 NP_181461.1
XP_009133354.1 NP_001190776.1
XP_009133359.1 NP_181468.1
XP_009133360.1 NP_195531.1
XP_009133361.1 NP_181471.1
XP_009133363.1 NP_181474.2
XP_009133364.1 NP_001118476.1
XP_009133372.1 NP_181493.1
XP_009133373.1 NP_181495.1
XP_009133374.1 NP_181496.1
XP_009133375.1 NP_195491.1
XP_009133377.1 NP_001318385.1
XP_009133378.2 NP_565913.1
XP_009133380.1 NP_030521.1
XP_009133386.1 NP_850322.1
XP_009133389.1 NP_181514.1
XP_009133391.1 NP_181519.1
XP_009133392.1 NP_565919.1
XP_009133393.1 NP_565917.2
XP_009133395.1 NP_181528.1
XP_009133396.1 NP_181529.1
XP_009133397.1 NP_181530.1
XP_009133402.1 NP_181532.2
XP_009133405.2 NP_181536.3
XP_009133406.1 NP_565921.1
XP_009133407.1 NP_973644.1
XP_009133409.1 NP_001324394.1
XP_009133410.1 NP_850327.2
XP_009133411.2 NP_001318388.1
XP_009133414.1 NP_030560.1
XP_009133416.3 NP_001189720.1
XP_009133425.1 NP_567594.1
XP_009133427.1 NP_565926.1
XP_009133428.1 NP_565927.1
XP_009133433.2 NP_181577.1
XP_009133434.2 NP_181578.1
XP_009133438.1 NP_181580.2
XP_009133445.2 NP_850332.1
XP_009133446.1 NP_030608.1
XP_009133447.1 NP_565937.1
XP_009133448.1 NP_001189722.1
XP_009133449.1 NP_181599.1
XP_009133451.1 NP_181604.1
XP_009133452.1 NP_181606.1
XP_009133456.1 NP_565941.1
XP_009133458.1 NP_001324651.1
XP_009133459.1 NP_001324188.1
XP_009133461.2 NP_850336.1
XP_009133463.1 NP_181617.1
XP_009133464.2 NP_850337.1
XP_009133467.1 NP_181623.2
XP_009133469.1 NP_181647.1
XP_009133470.1 NP_001320003.1
XP_009133472.1 NP_030664.1
XP_009133473.1 NP_030665.1
XP_009133474.1 NP_181654.1
XP_009133477.1 NP_568033.1
XP_009133479.1 NP_181662.3
XP_009133482.1 NP_193744.1
XP_009133485.1 NP_565949.1
XP_009133495.1 NP_193747.2
XP_009133496.1 NP_181684.1
XP_009133497.1 NP_001318403.1
XP_009133499.1 NP_001031525.1
XP_009133505.1 NP_850354.2
XP_009133506.1 NP_181700.1
XP_009133508.1 NP_850355.1
XP_009133509.1 NP_565957.1
XP_009133510.2 NP_001323674.1
XP_009133511.2 NP_565960.1
XP_009133512.1 NP_565959.1
XP_009133519.1 NP_001328820.1
XP_009133522.1 NP_973663.1
XP_009133533.1 NP_565965.1
XP_009133535.2 NP_850369.1
XP_009133539.2 NP_176756.1
XP_009133542.1 NP_181781.1
XP_009133543.1 NP_565976.1
XP_009133545.1 NP_001031533.1
XP_009133546.1 NP_001031532.1
XP_009133547.1 NP_565978.1
XP_009133548.1 NP_181794.1
XP_009133549.1 NP_565981.1
XP_009133557.1 NP_565990.1
XP_009133559.1 NP_181819.1
XP_009133561.1 NP_181828.1
XP_009133567.1 NP_181831.1
XP_009133571.1 NP_192990.1
XP_009133572.1 NP_181837.1
XP_009133574.1 NP_181842.1
XP_009133575.1 NP_001318410.1
XP_009133577.1 NP_001031676.1
XP_009133578.1 NP_850388.1
XP_009133580.2 NP_001325306.1
XP_009133583.1 NP_195722.2
XP_009133584.2 NP_001318411.1
XP_009133585.1 NP_001078044.1
XP_009133591.1 NP_001078045.1
XP_009133594.1 NP_001189742.1
XP_009133597.1 NP_850394.1
XP_009133599.1 NP_850395.1
XP_009133600.2 NP_565999.1
XP_009133602.1 NP_193761.1
XP_009133608.1 NP_181880.1
XP_009133616.2 NP_181886.1
XP_009133618.1 NP_181887.1
XP_009133620.2 NP_181889.1
XP_009133627.1 NP_850397.1
XP_009133629.2 NP_181898.1
XP_009133630.1 NP_181899.1
XP_009133631.1 NP_181901.2
XP_009133632.1 NP_001328927.1
XP_009133643.1 NP_181914.1
XP_009133644.1 NP_181915.1
XP_009133646.2 NP_181918.4
XP_009133647.1 NP_001331735.1
XP_009133649.2 NP_850404.1
XP_009133650.1 NP_181928.1
XP_009133652.1 NP_566006.1
XP_009133653.2 NP_181933.1
XP_009133657.1 NP_850409.1
XP_009133659.1 NP_566009.1
XP_009133662.1 NP_566013.1
XP_009133664.1 NP_566014.1
XP_009133667.1 NP_001078411.1
XP_009133668.1 NP_566015.1
XP_009133670.1 NP_001324515.1
XP_009133676.1 NP_181985.1
XP_009133677.2 NP_181989.1
XP_009133678.2 NP_181990.1
XP_009133681.1 NP_181996.1
XP_009133683.1 NP_182001.1
XP_009133684.1 NP_182002.1
XP_009133690.1 NP_191591.2
XP_009133693.1 NP_566034.1
XP_009133694.1 NP_001031539.1
XP_009133697.1 NP_182034.1
XP_009133698.1 NP_182036.1
XP_009133699.1 NP_181567.3
XP_009133702.2 NP_182037.1
XP_009133706.1 NP_566035.2
XP_009133707.1 NP_973692.1
XP_009133709.1 NP_182042.2
XP_009133710.1 NP_566036.1
XP_009133712.1 NP_001190780.1
XP_009133718.1 NP_566038.1
XP_009133719.1 NP_182051.1
XP_009133724.1 NP_850432.1
XP_009133725.1 NP_182056.1
XP_009133745.1 NP_001078064.1
XP_009133747.1 NP_001031543.1
XP_009133752.2 NP_182103.1
XP_009133753.1 NP_001324357.1
XP_009133757.1 NP_001323760.1
XP_009133760.2 NP_001324871.1
XP_009133763.1 NP_172914.1
XP_009133766.1 NP_001118534.1
XP_009133771.1 NP_566070.3
XP_009133779.1 NP_182164.1
XP_009133781.1 NP_182170.1
XP_009133784.1 NP_566077.1
XP_009133787.1 NP_567600.1
XP_009133788.1 NP_566082.1
XP_009133789.2 NP_001318436.1
XP_009133790.1 NP_182208.1
XP_009133791.2 NP_566089.1
XP_009133796.1 NP_566096.2
XP_009133805.1 NP_182247.1
XP_009133814.2 NP_182264.1
XP_009133816.1 NP_182268.1
XP_009133817.2 NP_182269.1
XP_009133818.1 NP_182283.1
XP_009133820.1 NP_850476.1
XP_009133821.1 NP_566106.1
XP_009133823.1 NP_566108.1
XP_009133824.1 NP_193773.2
XP_009133827.1 NP_001323480.1
XP_009133829.1 NP_182304.2
XP_009133830.1 NP_001189773.1
XP_009133832.1 NP_568185.1
XP_009133836.1 NP_180556.1
XP_009133837.2 NP_180555.2
XP_009133843.1 NP_001320010.1
XP_009133845.1 NP_180530.1
XP_009133846.1 NP_850137.1
XP_009133847.1 NP_180506.1
XP_009133859.1 NP_180492.1
XP_009133862.1 NP_180450.2
XP_009133866.1 NP_180429.1
XP_009133869.1 NP_180426.1
XP_009133876.1 NP_180415.1
XP_009133879.1 NP_029426.1
XP_009133881.1 NP_001324135.1
XP_009133887.2 NP_180328.1
XP_009133889.1 NP_001189620.1
XP_009133893.1 NP_565652.1
XP_009133894.1 NP_180317.3
XP_009133895.1 NP_193779.2
XP_009133896.1 NP_001324075.1
XP_009133897.1 NP_001189619.1
XP_009133901.1 NP_565646.2
XP_009133903.1 NP_001318685.1
XP_009133906.1 NP_193809.2
XP_009133907.1 NP_680197.2
XP_009133909.1 NP_565638.1
XP_009133913.1 NP_973539.1
XP_009133914.1 NP_180273.1
XP_009133917.1 NP_001329369.1
XP_009133920.1 NP_180264.1
XP_009133921.1 NP_180252.2
XP_009133922.1 NP_001118393.1
XP_009133925.1 NP_001324446.1
XP_009133929.1 NP_850083.1
XP_009133931.1 NP_193806.1
XP_009133932.1 NP_565627.1
XP_009133933.1 NP_001031424.1
XP_009133935.1 NP_850080.1
XP_009133937.1 NP_180234.1
XP_009133941.2 NP_180212.1
XP_009133942.1 NP_193810.1
XP_009133943.1 NP_850077.1
XP_009133944.1 NP_180216.1
XP_009133952.1 NP_180055.1
XP_009133953.1 NP_180058.1
XP_009133954.1 NP_193811.1
XP_009133956.1 NP_001325219.1
XP_009133958.1 NP_001031415.1
XP_009133960.1 NP_001189602.1
XP_009133963.2 NP_850069.1
XP_009133964.1 NP_180150.1
XP_009133966.1 NP_193812.1
XP_009133967.1 NP_001324815.1
XP_009133968.1 NP_565617.2
XP_009133969.1 NP_191915.1
XP_009133971.1 NP_001328568.1
XP_009133977.1 NP_001324643.1
XP_009133979.1 NP_180041.5
XP_009133983.1 NP_001190172.1
XP_009133984.1 NP_179998.1
XP_009133988.1 NP_001320954.1
XP_009133991.1 NP_179896.1
XP_009133993.1 NP_179869.1
XP_009133994.1 NP_001324624.1
XP_009133998.1 NP_180224.1
XP_009134004.1 NP_001324557.1
XP_009134010.1 NP_193814.1
XP_009134013.1 NP_001323932.1
XP_009134015.1 NP_179694.2
XP_009134018.1 NP_179688.1
XP_009134019.2 NP_181730.1
XP_009134020.1 NP_973520.1
XP_009134021.2 NP_193815.2
XP_009134022.2 NP_850361.1
XP_009134023.2 NP_199787.2
XP_009134025.1 NP_199781.1
XP_009134026.2 NP_199783.1
XP_009134028.1 NP_179920.1
XP_009134033.1 NP_199804.1
XP_009134034.1 NP_568715.1
XP_009134035.1 NP_568716.1
XP_009134036.1 NP_568717.2
XP_009134037.1 NP_568718.1
XP_009134038.1 NP_199811.1
XP_009134039.1 NP_001190503.1
XP_009134041.1 NP_199820.1
XP_009134042.1 NP_568720.4
XP_009134043.2 NP_193818.1
XP_009134044.2 NP_199823.1
XP_009134048.2 NP_199831.1
XP_009134049.1 NP_199835.2
XP_009134051.1 NP_568722.1
XP_009134053.1 NP_199840.2
XP_009134054.1 NP_001328972.1
XP_009134055.1 NP_568723.1
XP_009134057.1 NP_568725.1
XP_009134058.1 NP_001318773.1
XP_009134059.1 NP_199846.1
XP_009134060.1 NP_200824.1
XP_009134062.1 NP_199848.1
XP_009134063.1 NP_568727.1
XP_009134067.1 NP_199888.1
XP_009134071.1 NP_001328799.1
XP_009134072.1 NP_566421.1
XP_009134077.1 NP_567317.2
XP_009134078.1 NP_001328773.1
XP_009134079.1 NP_567329.2
XP_009134080.1 NP_567330.1
XP_009134081.1 NP_192555.1
XP_009134083.1 NP_001319881.1
XP_009134084.2 NP_193821.1
XP_009134085.1 NP_849343.2
XP_009134086.1 NP_192575.3
XP_009134087.1 NP_567335.1
XP_009134088.1 NP_192563.2
XP_009134089.1 NP_192561.1
XP_009134091.1 NP_680660.3
XP_009134093.1 NP_001190691.1
XP_009134095.1 NP_001190782.1
XP_009134103.1 NP_849345.1
XP_009134104.2 NP_192607.2
XP_009134106.1 NP_001031598.1
XP_009134109.1 NP_567338.1
XP_009134111.1 NP_849538.2
XP_009134112.1 NP_567649.1
XP_009134113.1 NP_192629.1
XP_009134114.1 NP_192634.1
XP_009134115.1 NP_567342.1
XP_009134120.1 NP_192640.1
XP_009134121.1 NP_974701.1
XP_009134125.1 NP_192641.2
XP_009134131.1 NP_192642.1
XP_009134133.1 NP_192645.1
XP_009134134.1 NP_567345.2
XP_009134135.1 NP_192652.1
XP_009134136.1 NP_192655.2
XP_009134137.1 NP_001320016.1
XP_009134138.2 NP_192656.1
XP_009134139.1 NP_191330.1
XP_009134141.1 NP_192672.2
XP_009134143.1 NP_192684.1
XP_009134146.3 NP_567347.1
XP_009134148.1 NP_192694.2
XP_009134149.2 NP_192695.1
XP_009134150.1 NP_192698.1
XP_009134151.1 NP_001329177.1
XP_009134156.1 NP_193829.2
XP_009134162.1 NP_849348.1
XP_009134166.1 NP_192719.1
XP_009134167.1 NP_193831.1
XP_009134177.2 NP_192740.1
XP_009134179.1 NP_192742.1
XP_009134180.1 NP_567350.1
XP_009134181.1 NP_192755.1
XP_009134182.1 NP_192756.2
XP_009134184.1 NP_192763.1
XP_009134185.1 NP_192764.1
XP_009134186.2 NP_192766.1
XP_009134187.1 NP_192768.1
XP_009134191.1 NP_192773.1
XP_009134195.2 NP_192788.1
XP_009134196.1 NP_192795.3
XP_009134200.1 NP_192801.1
XP_009134202.1 NP_192802.2
XP_009134203.1 NP_001329034.1
XP_009134205.1 NP_194786.1
XP_009134207.1 NP_192817.1
XP_009134209.1 NP_192822.1
XP_009134216.1 NP_001118964.1
XP_009134231.1 NP_192861.1
XP_009134234.1 NP_192865.1
XP_009134236.1 NP_192875.1
XP_009134240.1 NP_001329009.1
XP_009134242.1 NP_192893.2
XP_009134243.2 NP_192895.1
XP_009134247.2 NP_974536.1
XP_009134250.1 NP_192933.2
XP_009134253.1 NP_974538.1
XP_009134256.1 NP_192950.2
XP_009134261.1 NP_192961.1
XP_009134262.1 NP_192960.1
XP_009134264.2 NP_198772.2
XP_009134270.2 NP_001327968.1
XP_009134271.2 NP_001327962.1
XP_009134272.1 NP_192986.1
XP_009134275.1 NP_567391.1
XP_009134292.1 NP_192341.2
XP_009134293.1 NP_850940.1
XP_009134294.2 NP_192343.1
XP_009134299.1 NP_192344.1
XP_009134312.1 NP_001328736.1
XP_009134313.1 NP_192359.1
XP_009134316.1 NP_567268.2
XP_009134317.1 NP_680597.2
XP_009134321.1 NP_001154260.1
XP_009134322.1 NP_192392.1
XP_009134325.1 NP_567275.1
XP_009134326.1 NP_192404.1
XP_009134328.1 NP_001329393.1
XP_009134331.2 NP_001078414.1
XP_009134335.1 NP_198507.1
XP_009134338.1 NP_680573.1
XP_009134341.1 NP_567258.1
XP_009134343.1 NP_192261.1
XP_009134344.1 NP_001031685.1
XP_009134348.1 NP_192251.2
XP_009134349.1 NP_974505.1
XP_009134351.1 NP_001319435.1
XP_009134360.1 NP_192243.1
XP_009134366.1 NP_001118925.1
XP_009134367.1 NP_192233.2
XP_009134370.1 NP_001328760.1
XP_009134371.2 NP_001328537.1
XP_009134373.1 NP_192219.2
XP_009134374.2 NP_192217.2
XP_009134387.1 NP_567248.1
XP_009134388.1 NP_001328396.1
XP_009134390.1 NP_192197.2
XP_009134396.1 NP_192193.1
XP_009134399.1 NP_567246.1
XP_009134400.2 NP_192188.2
XP_009134406.2 NP_193846.4
XP_009134416.2 NP_192177.1
XP_009134421.1 NP_192171.1
XP_009134422.1 NP_001031577.1
XP_009134429.1 NP_567238.2
XP_009134431.1 NP_001154201.1
XP_009134433.1 NP_567234.1
XP_009134434.1 NP_974502.1
XP_009134435.1 NP_192148.2
XP_009134437.1 NP_001328319.1
XP_009134445.1 NP_001190785.1
XP_009134446.1 NP_192119.2
XP_009134448.1 NP_192116.1
XP_009134449.2 NP_001190655.1
XP_009134452.1 NP_001329423.1
XP_009134456.1 NP_192110.2
XP_009134457.1 NP_680560.1
XP_009134458.1 NP_567220.1
XP_009134461.2 NP_683342.2
XP_009134464.1 NP_192099.1
XP_009134465.2 NP_567218.2
XP_009134468.1 NP_001319841.1
XP_009134469.1 NP_192097.2
XP_009134471.1 NP_001329613.1
XP_009134474.1 NP_001328302.1
XP_009134476.1 NP_192074.1
XP_009134477.1 NP_849282.1
XP_009134479.1 NP_192072.1
XP_009134484.1 NP_192054.1
XP_009134487.2 NP_001154198.1
XP_009134490.1 NP_567191.2
XP_009134494.2 NP_567193.2
XP_009134495.1 NP_567622.1
XP_009134500.1 NP_001319838.1
XP_009134503.1 NP_567208.1
XP_009134514.1 NP_567621.1
XP_009134515.1 NP_192022.1
XP_009134518.2 NP_192030.4
XP_009134519.1 NP_849279.1
XP_009134521.1 NP_192038.3
XP_009134524.1 NP_192036.1
XP_009134525.1 NP_192040.1
XP_009134527.1 NP_567212.1
XP_009134528.1 NP_567186.1
XP_009134529.1 NP_192046.1
XP_009134530.1 NP_680549.3
XP_009134532.1 NP_001328335.1
XP_009134540.1 NP_191976.2
XP_009134544.1 NP_680547.2
XP_009134545.1 NP_001078340.2
XP_009134546.1 NP_191959.2
XP_009134549.1 NP_001118903.1
XP_009134551.1 NP_001319832.1
XP_009134559.1 NP_195597.1
XP_009134560.1 NP_568029.1
XP_009134561.1 NP_193853.1
XP_009134562.1 NP_567178.1
XP_009134564.1 NP_567174.1
XP_009134567.1 NP_567153.1
XP_009134577.1 NP_566152.1
XP_009134578.1 NP_186835.2
XP_009134579.1 NP_186831.2
XP_009134581.1 NP_001189790.1
XP_009134582.1 NP_186829.3
XP_009134588.1 NP_186828.2
XP_009134589.1 NP_566150.1
XP_009134590.1 NP_566148.2
XP_009134592.2 NP_566147.3
XP_009134594.2 NP_001118552.1
XP_009134599.1 NP_001327199.1
XP_009134601.1 NP_001319443.1
XP_009134602.1 NP_566143.1
XP_009134603.1 NP_193857.3
XP_009134604.2 NP_186807.2
XP_009134605.1 NP_186806.1
XP_009134607.1 NP_566142.1
XP_009134609.1 NP_001030619.1
XP_009134610.1 NP_186802.1
XP_009134622.2 NP_186776.1
XP_009134625.1 NP_001327068.1
XP_009134627.1 NP_001326396.1
XP_009134628.1 NP_186761.1
XP_009134632.1 NP_193862.1
XP_009134637.1 NP_001319438.1
XP_009134642.1 NP_186752.3
XP_009134643.1 NP_193861.1
XP_009134645.1 NP_186749.2
XP_009134647.1 NP_850501.1
XP_009134650.1 NP_566165.2
XP_009134653.2 NP_566166.1
XP_009134655.1 NP_193864.1
XP_009134657.1 NP_566168.2
XP_009134659.1 NP_001327241.1
XP_009134667.2 NP_193865.2
XP_009134670.1 NP_566172.1
XP_009134671.1 NP_001078093.1
XP_009134673.1 NP_566173.1
XP_009134674.1 NP_186898.1
XP_009134677.1 NP_186899.5
XP_009134680.1 NP_193866.1
XP_009134681.1 NP_186903.1
XP_009134682.1 NP_566175.1
XP_009134683.1 NP_001326447.1
XP_009134687.1 NP_186908.1
XP_009134688.1 NP_001078096.1
XP_009134691.2 NP_193869.1
XP_009134697.1 NP_186912.1
XP_009134701.1 NP_001325800.1
XP_009134704.1 NP_193870.1
XP_009134709.1 NP_186927.1
XP_009134714.1 NP_186934.1
XP_009134723.1 NP_193872.2
XP_009134726.1 NP_001078100.1
XP_009134727.1 NP_001319459.1
XP_009134728.1 NP_186997.1
XP_009134729.1 NP_186999.1
XP_009134730.1 NP_566208.1
XP_009134732.2 NP_187006.2
XP_009134734.1 NP_566209.1
XP_009134736.1 NP_187010.1
XP_009134737.1 NP_187017.1
XP_009134740.2 NP_001189801.1
XP_009134741.1 NP_001118564.1
XP_009134743.1 NP_001325638.1
XP_009134747.1 NP_566214.1
XP_009134748.1 NP_192331.2
XP_009134750.2 NP_187055.1
XP_009134754.1 NP_001326557.1
XP_009134756.1 NP_001078102.1
XP_009134758.1 NP_001319467.1
XP_009134760.2 NP_187079.1
XP_009134764.1 NP_187098.2
XP_009134765.1 NP_187096.2
XP_009134768.1 NP_001325772.1
XP_009134770.1 NP_567626.1
XP_009134772.1 NP_001078104.1
XP_009134777.1 NP_566236.1
XP_009134778.1 NP_566235.1
XP_009134779.1 NP_680733.1
XP_009134780.1 NP_001319471.1
XP_009134781.1 NP_187121.1
XP_009134785.1 NP_187123.1
XP_009134786.1 NP_195470.1
XP_009134787.2 NP_187133.3
XP_009134788.2 NP_001327439.1
XP_009134789.2 NP_850995.1
XP_009134790.1 NP_567627.1
XP_009134792.1 NP_187136.3
XP_009134793.1 NP_187142.1
XP_009134800.1 NP_001325893.1
XP_009134802.1 NP_193878.2
XP_009134805.1 NP_187146.2
XP_009134806.1 NP_566244.1
XP_009134811.1 NP_001327889.1
XP_009134812.1 NP_566249.1
XP_009134813.1 NP_193879.4
XP_009134815.1 NP_187173.2
XP_009134817.1 NP_566558.1
XP_009134819.1 NP_187179.2
XP_009134820.1 NP_566251.1
XP_009134822.2 NP_187182.1
XP_009134823.1 NP_193881.1
XP_009134824.1 NP_187198.1
XP_009134826.1 NP_001319480.1
XP_009134827.2 NP_566254.1
XP_009134829.1 NP_187204.1
XP_009134830.1 NP_850517.1
XP_009134831.1 NP_001078112.1
XP_009134832.2 NP_187209.1
XP_009134833.1 NP_187210.1
XP_009134834.1 NP_567629.1
XP_009134837.1 NP_683531.2
XP_009134838.2 NP_001325507.1
XP_009134840.2 NP_001325506.1
XP_009134846.1 NP_193883.2
XP_009134848.1 NP_001319481.1
XP_009134849.1 NP_187220.1
XP_009134851.1 NP_187235.1
XP_009134856.1 NP_187239.1
XP_009134857.1 NP_566263.1
XP_009134858.2 NP_187241.2
XP_009134860.1 NP_001118586.1
XP_009134862.1 NP_198008.1
XP_009134866.3 NP_566265.1
XP_009134867.1 NP_187253.1
XP_009134877.1 NP_566275.1
XP_009134878.1 NP_566277.2
XP_009134883.1 NP_001327777.1
XP_009134889.1 NP_001030649.1
XP_009134894.1 NP_187286.1
XP_009134895.1 NP_187292.2
XP_009134896.1 NP_566283.1
XP_009134897.1 NP_001118590.1
XP_009134901.1 NP_187300.3
XP_009134902.1 NP_187299.1
XP_009134905.1 NP_001326373.1
XP_009134909.1 NP_193037.1
XP_009134910.1 NP_001189830.1
XP_009134914.1 NP_187320.1
XP_009134917.1 NP_001328107.1
XP_009134919.2 NP_187323.2
XP_009134922.1 NP_187324.2
XP_009134926.1 NP_850525.1
XP_009134929.1 NP_193889.1
XP_009134933.2 NP_187342.1
XP_009134935.1 NP_001189833.1
XP_009134939.1 NP_001325964.1
XP_009134941.1 NP_187351.2
XP_009134945.2 NP_001327441.1
XP_009134947.2 NP_187361.1
XP_009134948.1 NP_201045.1
XP_009134950.1 NP_187364.1
XP_009134955.2 NP_683537.1
XP_009134956.1 NP_001326160.1
XP_009134962.1 NP_001326755.1
XP_009134966.1 NP_974247.1
XP_009134973.1 NP_001326766.1
XP_009134982.1 NP_187413.1
XP_009134987.1 NP_566314.1
XP_009134988.2 NP_567631.1
XP_009134990.2 NP_187425.1
XP_009134997.2 NP_187441.1
XP_009135001.2 NP_001325550.1
XP_009135005.1 NP_566322.1
XP_009135008.1 NP_195468.1
XP_009135016.1 NP_566327.1
XP_009135017.2 NP_187461.1
XP_009135021.1 NP_187463.1
XP_009135022.1 NP_001325802.1
XP_009135025.1 NP_001030667.1
XP_009135026.1 NP_187629.3
XP_009135027.1 NP_187625.2
XP_009135036.1 NP_683542.1
XP_009135038.1 NP_566360.1
XP_009135039.1 NP_187599.1
XP_009135042.2 NP_566355.1
XP_009135046.1 NP_001078128.1
XP_009135048.1 NP_187570.1
XP_009135049.2 NP_001319511.1
XP_009135050.1 NP_187564.1
XP_009135053.1 NP_187551.1
XP_009135058.1 NP_001326225.1
XP_009135059.1 NP_566348.1
XP_009135061.1 NP_193901.1
XP_009135064.1 NP_187537.1
XP_009135066.2 NP_187531.1
XP_009135067.1 NP_566344.2
XP_009135068.1 NP_187519.1
XP_009135069.1 NP_001319507.1
XP_009135071.1 NP_001319506.1
XP_009135075.1 NP_001154599.1
XP_009135079.1 NP_566338.2
XP_009135080.1 NP_187503.1
XP_009135081.1 NP_187502.2
XP_009135083.2 NP_193902.1
XP_009135086.1 NP_187498.1
XP_009135087.1 NP_566335.1
XP_009135088.1 NP_974258.1
XP_009135093.1 NP_001189841.1
XP_009135095.1 NP_187478.1
XP_009135098.1 NP_187477.1
XP_009135100.1 NP_566329.1
XP_009135103.1 NP_187644.1
XP_009135104.1 NP_187647.2
XP_009135107.1 NP_187652.1
XP_009135108.1 NP_683545.2
XP_009135109.1 NP_001326314.1
XP_009135117.1 NP_850555.1
XP_009135118.1 NP_195467.1
XP_009135120.1 NP_187675.2
XP_009135121.1 NP_001327263.1
XP_009135126.1 NP_187680.2
XP_009135132.1 NP_187689.2
XP_009135140.1 NP_974279.1
XP_009135142.1 NP_001118614.1
XP_009135148.1 NP_187718.1
XP_009135152.1 NP_187722.1
XP_009135158.1 NP_001078135.1
XP_009135159.1 NP_187740.2
XP_009135160.2 NP_187741.2
XP_009135163.1 NP_187747.1
XP_009135166.1 NP_187755.2
XP_009135173.1 NP_187764.1
XP_009135174.2 NP_187762.1
XP_009135175.1 NP_566393.1
XP_009135176.1 NP_001327052.1
XP_009135179.1 NP_001030673.1
XP_009135180.1 NP_187779.1
XP_009135182.1 NP_187780.2
XP_009135183.2 NP_566400.1
XP_009135184.1 NP_566401.1
XP_009135185.1 NP_187788.1
XP_009135190.1 NP_001327533.1
XP_009135199.1 NP_001189865.1
XP_009135200.1 NP_193908.1
XP_009135203.2 NP_187807.1
XP_009135204.1 NP_193045.1
XP_009135208.1 NP_187821.1
XP_009135218.1 NP_566416.1
XP_009135224.2 NP_187837.1
XP_009135225.1 NP_566418.1
XP_009135229.1 NP_187845.1
XP_009135230.1 NP_566423.1
XP_009135233.2 NP_187858.1
XP_009135235.1 NP_001319531.1
XP_009135238.1 NP_001328477.1
XP_009135241.1 NP_187867.1
XP_009135243.1 NP_566431.1
XP_009135244.1 NP_001325953.1
XP_009135249.2 NP_187884.1
XP_009135250.1 NP_683557.1
XP_009135251.1 NP_187886.2
XP_009135252.1 NP_187888.1
XP_009135254.1 NP_187892.2
XP_009135258.1 NP_567636.1
XP_009135260.1 NP_187896.1
XP_009135267.2 NP_193912.3
XP_009135268.1 NP_001030683.2
XP_009135270.1 NP_001327605.1
XP_009135275.1 NP_001319536.1
XP_009135278.1 NP_193911.1
XP_009135279.1 NP_001326466.1
XP_009135285.2 NP_187915.1
XP_009135291.1 NP_683561.1
XP_009135293.1 NP_001189876.1
XP_009135298.1 NP_001319538.1
XP_009135299.1 NP_001189878.1
XP_009135300.1 NP_001327578.1
XP_009135301.1 NP_195465.1
XP_009135304.1 NP_566456.3
XP_009135306.1 NP_187955.2
XP_009135307.1 NP_187956.1
XP_009135310.1 NP_187962.1
XP_009135318.1 NP_187978.1
XP_009135325.1 NP_193918.1
XP_009135326.1 NP_001319545.1
XP_009135334.1 NP_566466.1
XP_009135335.1 NP_001318659.1
