XP_018432515.1 NP_201156.1
XP_018465954.1 NP_001031503.1
XP_018465965.1 NP_001031415.1
XP_018465978.1 NP_190451.2
XP_018465979.1 NP_568711.1
XP_018465980.1 NP_001327060.1
XP_018465983.1 NP_567431.1
XP_018465991.1 NP_172620.1
XP_018466004.1 NP_001321802.1
XP_018466005.1 NP_567930.1
XP_018466006.1 NP_849487.1
XP_018466009.1 NP_200949.1
XP_018466013.1 NP_188812.1
XP_018466024.1 NP_566785.1
XP_018466037.1 NP_565674.1
XP_018466047.1 NP_179374.1
XP_018466054.1 NP_563749.1
XP_018466057.1 NP_565115.1
XP_018466066.1 NP_001329921.1
XP_018466070.1 NP_001318356.1
XP_018466088.1 NP_001320177.1
XP_018466091.1 NP_001326330.1
XP_018466096.1 NP_001328319.1
XP_018466116.1 NP_850080.1
XP_018466121.1 NP_192569.1
XP_018466123.1 NP_188016.2
XP_018466124.1 NP_001331920.1
XP_018466138.1 NP_565584.1
XP_018466142.1 NP_849343.2
XP_018466144.1 NP_568606.1
XP_018466156.1 NP_849826.2
XP_018466157.1 NP_176124.2
XP_018466162.1 NP_182038.1
XP_018466167.1 NP_199899.1
XP_018466180.1 NP_173848.2
XP_018466181.1 NP_199745.1
XP_018466183.1 NP_197054.1
XP_018466187.1 NP_001031355.1
XP_018466201.1 NP_001077938.1
XP_018466206.1 NP_172337.1
XP_018466211.1 NP_191668.1
XP_018466216.1 NP_566271.1
XP_018466222.1 NP_001117294.1
XP_018466224.1 NP_001078705.1
XP_018466228.1 NP_001321567.1
XP_018466236.1 NP_001078312.1
XP_018466238.1 NP_193194.1
XP_018466241.1 NP_201093.1
XP_018466251.1 NP_172407.1
XP_018466263.1 NP_568564.1
XP_018466265.1 NP_177679.1
XP_018466289.1 NP_189037.1
XP_018466290.1 NP_190813.1
XP_018466298.1 NP_181712.1
XP_018466300.1 NP_001323641.1
XP_018466307.1 NP_001118972.1
XP_018466336.1 NP_001030629.1
XP_018466341.1 NP_199001.1
XP_018466348.1 NP_001330016.1
XP_018466350.1 NP_177113.3
XP_018466353.1 NP_001319696.1
XP_018466359.1 NP_200379.1
XP_018466366.1 NP_182309.1
XP_018466368.1 NP_188565.1
XP_018466374.1 NP_567867.1
XP_018466384.1 NP_172310.1
XP_018466390.1 NP_200348.1
XP_018466393.1 NP_188648.1
XP_018466397.1 NP_190242.1
XP_018466404.1 NP_001031377.1
XP_018466406.1 NP_001330272.1
XP_018466431.1 NP_192418.1
XP_018466444.1 NP_564395.1
XP_018466448.1 NP_177928.2
XP_018466449.1 NP_001324054.1
XP_018466450.1 NP_001318294.1
XP_018466455.1 NP_188102.5
XP_018466461.1 NP_179849.2
XP_018466463.1 NP_200726.1
XP_018466473.1 NP_200310.1
XP_018466474.1 NP_193230.1
XP_018466489.1 NP_187269.1
XP_018466493.1 NP_564860.3
XP_018466504.1 NP_181175.1
XP_018466508.1 NP_567717.1
XP_018466513.1 NP_567311.1
XP_018466516.1 NP_001030695.1
XP_018466519.1 NP_001329615.1
XP_018466521.1 NP_564968.2
XP_018466532.1 NP_181662.3
XP_018466535.1 NP_683680.1
XP_018466549.1 NP_001154777.1
XP_018466551.1 NP_564095.1
XP_018466559.1 NP_195772.1
XP_018466563.1 NP_173378.1
XP_018466566.1 NP_001319844.1
XP_018466582.1 NP_850532.1
XP_018466588.1 NP_001031000.1
XP_018466590.1 NP_974968.1
XP_018466598.1 NP_563691.1
XP_018466604.1 NP_001319206.1
XP_018466606.1 NP_191801.1
XP_018466607.1 NP_191800.1
XP_018466609.1 NP_199393.1
XP_018466612.1 NP_172962.1
XP_018466614.1 NP_565369.1
XP_018466617.1 NP_680740.1
XP_018466620.1 NP_568710.1
XP_018466623.1 NP_568647.1
XP_018466628.1 NP_001330074.1
XP_018466635.1 NP_200289.2
XP_018466642.1 NP_197696.2
XP_018466648.1 NP_192720.2
XP_018466651.1 NP_001119259.1
XP_018466656.1 NP_172731.1
XP_018466659.1 NP_197236.1
XP_018466662.1 NP_190596.1
XP_018466686.1 NP_850214.1
XP_018466698.1 NP_200931.1
XP_018466702.1 NP_176250.1
XP_018466703.1 NP_200918.1
XP_018466708.1 NP_194638.1
XP_018466724.1 NP_193888.1
XP_018466730.1 NP_564743.1
XP_018466731.1 NP_001321060.1
XP_018466732.1 NP_680773.1
XP_018466735.1 NP_174059.2
XP_018466740.1 NP_568330.1
XP_018466746.1 NP_680684.1
XP_018466748.1 NP_564104.1
XP_018466756.1 NP_671769.1
XP_018466765.1 NP_191906.1
XP_018466776.1 NP_569041.1
XP_018466779.1 NP_173915.2
XP_018466780.1 NP_173612.1
XP_018466781.1 NP_179126.2
XP_018466785.1 NP_191444.1
XP_018466806.1 NP_563634.1
XP_018466807.1 NP_171680.1
XP_018466814.1 NP_001328076.1
XP_018466818.1 NP_199829.1
XP_018466822.1 NP_850879.1
XP_018466823.1 NP_001189576.1
XP_018466824.1 NP_200243.1
XP_018466825.1 NP_179835.1
XP_018466836.1 NP_001318438.1
XP_018466839.1 NP_172594.1
XP_018466864.1 NP_197136.1
XP_018466870.1 NP_564108.1
XP_018466875.1 NP_182100.2
XP_018466899.1 NP_850262.2
XP_018466903.1 NP_566197.1
XP_018466911.1 NP_566101.1
XP_018466914.1 NP_567232.3
XP_018466920.1 NP_201056.1
XP_018466924.1 NP_001320500.1
XP_018466931.1 NP_567252.1
XP_018466932.1 NP_192023.1
XP_018466934.1 NP_199477.1
XP_018466957.1 NP_198885.1
XP_018466971.1 NP_177661.1
XP_018466977.1 NP_180238.2
XP_018466979.1 NP_200138.1
XP_018466986.1 NP_568342.1
XP_018466987.1 NP_001078598.1
XP_018466994.1 NP_200107.2
XP_018467002.1 NP_001320955.1
XP_018467006.1 NP_680233.1
XP_018467018.1 NP_199026.4
XP_018467026.1 NP_200093.1
XP_018467034.1 NP_180639.2
XP_018467037.1 NP_565462.1
XP_018467040.1 NP_567530.4
XP_018467041.1 NP_193484.1
XP_018467055.1 NP_001330019.1
XP_018467061.1 NP_569031.1
XP_018467062.1 NP_201441.1
XP_018467064.1 NP_199178.1
XP_018467066.1 NP_173697.1
XP_018467067.1 NP_001077582.1
XP_018467073.1 NP_191031.1
XP_018467074.1 NP_173809.1
XP_018467075.1 NP_195724.1
XP_018467077.1 NP_566819.1
XP_018467080.1 NP_179751.1
XP_018467087.1 NP_001318676.1
XP_018467088.1 NP_179657.2
XP_018467094.1 NP_199323.2
XP_018467096.1 NP_567506.1
XP_018467109.1 NP_172791.1
XP_018467120.1 NP_173155.1
XP_018467129.1 NP_001078673.1
XP_018467150.1 NP_001331960.1
XP_018467156.1 NP_567802.1
XP_018467157.1 NP_001318866.1
XP_018467158.1 NP_201203.3
XP_018467161.1 NP_175719.1
XP_018467175.1 NP_190083.2
XP_018467187.1 NP_193180.1
XP_018467188.1 NP_199192.1
XP_018467207.1 NP_001031792.1
XP_018467221.1 NP_180705.1
XP_018467222.1 NP_191714.1
XP_018467234.1 NP_171752.1
XP_018467240.1 NP_566674.2
XP_018467242.1 NP_196221.1
XP_018467243.1 NP_566485.1
XP_018467252.1 NP_196268.1
XP_018467256.1 NP_194356.2
XP_018467261.1 NP_187246.1
XP_018467263.1 NP_001332234.1
XP_018467268.1 NP_172408.3
XP_018467269.1 NP_175640.1
XP_018467272.1 NP_192118.1
XP_018467277.1 NP_193075.1
XP_018467286.1 NP_564135.1
XP_018467303.1 NP_001331440.1
XP_018467314.1 NP_001318498.1
XP_018467322.1 NP_001119185.1
XP_018467331.1 NP_563688.1
XP_018467335.1 NP_001031095.1
XP_018467337.1 NP_172150.1
XP_018467347.1 NP_198694.1
XP_018467349.1 NP_001330987.1
XP_018467366.1 NP_197378.1
XP_018467387.1 NP_189269.2
XP_018467389.1 NP_001031757.1
XP_018467390.1 NP_565190.1
XP_018467392.1 NP_001190253.1
XP_018467393.1 NP_001332577.1
XP_018467397.1 NP_178477.1
XP_018467398.1 NP_189274.1
XP_018467405.1 NP_001326424.1
XP_018467417.1 NP_563929.1
XP_018467422.1 NP_187630.1
XP_018467424.1 NP_192642.1
XP_018467427.1 NP_001318332.1
XP_018467431.1 NP_198974.1
XP_018467434.1 NP_186827.2
XP_018467438.1 NP_001078481.1
XP_018467443.1 NP_194249.2
XP_018467449.1 NP_564784.1
XP_018467453.1 NP_188124.1
XP_018467454.1 NP_180411.1
XP_018467471.1 NP_195399.1
XP_018467476.1 NP_172315.1
XP_018467486.1 NP_196556.1
XP_018467487.1 NP_197018.1
XP_018467501.1 NP_174516.1
XP_018467520.1 NP_181500.1
XP_018467528.1 NP_001324028.1
XP_018467529.1 NP_001077766.1
XP_018467537.1 NP_187123.1
XP_018467541.1 NP_176234.1
XP_018467547.1 NP_566734.1
XP_018467548.1 NP_564667.1
XP_018467560.1 NP_001332681.1
XP_018467568.1 NP_173505.2
XP_018467577.1 NP_199744.1
XP_018467578.1 NP_196744.1
XP_018467586.1 NP_850878.2
XP_018467588.1 NP_187124.1
XP_018467594.1 NP_001323590.1
XP_018467623.1 NP_680167.1
XP_018467629.1 NP_563727.1
XP_018467630.1 NP_197003.1
XP_018467633.1 NP_192896.1
XP_018467636.1 NP_195735.1
XP_018467639.1 NP_563649.1
XP_018467642.1 NP_197150.1
XP_018467646.1 NP_001322391.1
XP_018467647.1 NP_197245.2
XP_018467658.1 NP_172490.1
XP_018467668.1 NP_001319956.1
XP_018467669.1 NP_563738.1
XP_018467670.1 NP_193380.3
XP_018467682.1 NP_564358.1
XP_018467684.1 NP_193597.1
XP_018467685.1 NP_193600.2
XP_018467688.1 NP_174115.1
XP_018467693.1 NP_001319995.1
XP_018467705.1 NP_189230.1
XP_018467707.1 NP_001319176.1
XP_018467708.1 NP_567624.1
XP_018467719.1 NP_173269.1
XP_018467720.1 NP_567648.1
XP_018467726.1 NP_173506.1
XP_018467731.1 NP_001320047.1
XP_018467733.1 NP_001030937.1
XP_018467736.1 NP_001118928.1
XP_018467741.1 NP_567687.1
XP_018467748.1 NP_564156.1
XP_018467761.1 NP_001190847.2
XP_018467764.1 NP_001319634.1
XP_018467765.1 NP_194449.1
XP_018467768.1 NP_173734.1
XP_018467779.1 NP_194596.1
XP_018467780.1 NP_001329231.1
XP_018467782.1 NP_001320084.1
XP_018467784.1 NP_194623.2
XP_018467785.1 NP_001329897.1
XP_018467789.1 NP_001031747.1
XP_018467794.1 NP_001323252.1
XP_018467797.1 NP_194675.1
XP_018467811.1 NP_194734.2
XP_018467812.1 NP_567870.1
XP_018467816.1 NP_194896.2
XP_018467817.1 NP_973993.1
XP_018467821.1 NP_194937.1
XP_018467822.1 NP_194938.4
XP_018467825.1 NP_194956.1
XP_018467829.1 NP_564055.1
XP_018467842.1 NP_195442.2
XP_018467852.1 NP_001329166.1
XP_018467853.1 NP_001119064.1
XP_018467855.1 NP_567814.1
XP_018467858.1 NP_564553.1
XP_018467863.1 NP_001329485.1
XP_018467864.1 NP_194932.1
XP_018467865.1 NP_564889.1
XP_018467866.1 NP_568902.3
XP_018467868.1 NP_193956.2
XP_018467870.1 NP_173786.1
XP_018467871.1 NP_567542.1
XP_018467872.1 NP_568405.1
XP_018467874.1 NP_197125.2
XP_018467876.1 NP_190482.1
XP_018467882.1 NP_197122.2
XP_018467883.1 NP_197133.1
XP_018467891.1 NP_567582.1
XP_018467892.1 NP_974572.1
XP_018467894.1 NP_001185244.1
XP_018467896.1 NP_567589.1
XP_018467897.1 NP_193684.4
XP_018467898.1 NP_001329018.1
XP_018467901.1 NP_001319996.1
XP_018467902.1 NP_567583.1
XP_018467903.1 NP_193672.1
XP_018467904.1 NP_849613.1
XP_018467908.1 NP_001190770.1
XP_018467910.1 NP_172308.2
XP_018467911.1 NP_177213.1
XP_018467913.1 NP_564841.1
XP_018467914.1 NP_194607.1
XP_018467915.1 NP_197097.1
XP_018467920.1 NP_192607.2
XP_018467921.1 NP_001329893.1
XP_018467923.1 NP_001185245.1
XP_018467929.1 NP_194099.1
XP_018467932.1 NP_850947.1
XP_018467934.1 NP_001329062.1
XP_018467937.1 NP_001329059.1
XP_018467938.1 NP_001329060.1
XP_018467939.1 NP_194200.1
XP_018467940.1 NP_194202.4
XP_018467941.1 NP_194205.1
XP_018467943.1 NP_001329102.1
XP_018467944.1 NP_194207.1
XP_018467946.1 NP_565622.1
XP_018467947.1 NP_001119045.1
XP_018467949.1 NP_194206.2
XP_018467950.1 NP_001190826.1
XP_018467951.1 NP_194201.1
XP_018467953.1 NP_193773.2
XP_018467958.1 NP_172224.1
XP_018467963.1 NP_567600.1
XP_018467964.1 NP_001078412.2
XP_018467965.1 NP_001190780.1
XP_018467970.1 NP_001078413.1
XP_018467983.1 NP_195739.2
XP_018467985.1 NP_001077801.1
XP_018467991.1 NP_194250.1
XP_018467992.1 NP_001331999.1
XP_018467993.1 NP_172088.2
XP_018467994.1 NP_197295.2
XP_018467997.1 NP_197301.1
XP_018468000.1 NP_001030978.1
XP_018468004.1 NP_001321942.1
XP_018468005.1 NP_564866.1
XP_018468007.1 NP_001320136.1
XP_018468008.1 NP_195171.2
XP_018468009.1 NP_195172.1
XP_018468013.1 NP_195176.2
XP_018468015.1 NP_001190525.1
XP_018468018.1 NP_974675.1
XP_018468019.1 NP_195079.2
XP_018468021.1 NP_567923.1
XP_018468023.1 NP_195077.1
XP_018468024.1 NP_001328731.1
XP_018468026.1 NP_001078489.1
XP_018468027.1 NP_001320126.1
XP_018468028.1 NP_001190906.1
XP_018468029.1 NP_567931.1
XP_018468031.1 NP_195674.2
XP_018468032.1 NP_195672.1
XP_018468037.1 NP_195665.1
XP_018468042.1 NP_567790.1
XP_018468044.1 NP_190621.1
XP_018468045.1 NP_001185340.1
XP_018468047.1 NP_200260.1
XP_018468048.1 NP_564038.1
XP_018468050.1 NP_001322040.1
XP_018468051.1 NP_176758.1
XP_018468052.1 NP_194967.1
XP_018468053.1 NP_194966.1
XP_018468054.1 NP_194965.1
XP_018468056.1 NP_001190889.1
XP_018468057.1 NP_194969.2
XP_018468058.1 NP_001328428.1
XP_018468060.1 NP_194973.1
XP_018468061.1 NP_194976.1
XP_018468062.1 NP_001328113.1
XP_018468063.1 NP_190719.1
XP_018468066.1 NP_193986.1
XP_018468067.1 NP_190718.1
XP_018468069.1 NP_001319351.1
XP_018468072.1 NP_194190.2
XP_018468073.1 NP_001031057.1
XP_018468076.1 NP_200616.4
XP_018468077.1 NP_195188.1
XP_018468078.1 NP_197000.1
XP_018468081.1 NP_192227.1
XP_018468082.1 NP_195953.1
XP_018468083.1 NP_567897.1
XP_018468084.1 NP_001031771.1
XP_018468085.1 NP_567861.1
XP_018468086.1 NP_193883.2
XP_018468088.1 NP_172022.1
XP_018468091.1 NP_200165.1
XP_018468092.1 NP_001320120.1
XP_018468093.1 NP_195039.6
XP_018468094.1 NP_196725.1
XP_018468096.1 NP_200457.1
XP_018468102.1 NP_176766.1
XP_018468104.1 NP_200264.2
XP_018468106.1 NP_200141.1
XP_018468113.1 NP_195710.3
XP_018468114.1 NP_568079.1
XP_018468115.1 NP_172695.1
XP_018468116.1 NP_195712.1
XP_018468117.1 NP_195711.1
XP_018468118.1 NP_568078.1
XP_018468123.1 NP_680778.2
XP_018468127.1 NP_173080.1
XP_018468133.1 NP_177608.2
XP_018468135.1 NP_001078529.1
XP_018468136.1 NP_564607.1
XP_018468137.1 NP_568821.1
XP_018468138.1 NP_567776.1
XP_018468140.1 NP_196845.1
XP_018468143.1 NP_565044.1
XP_018468146.1 NP_564976.1
XP_018468149.1 NP_177894.1
XP_018468150.1 NP_200210.1
XP_018468153.1 NP_001329654.1
XP_018468163.1 NP_564066.2
XP_018468164.1 NP_174678.2
XP_018468167.1 NP_195515.2
XP_018468168.1 NP_567700.1
XP_018468169.1 NP_001323382.1
XP_018468170.1 NP_193641.1
XP_018468176.1 NP_566123.2
XP_018468178.1 NP_567846.1
XP_018468179.1 NP_196413.1
XP_018468180.1 NP_001318791.1
XP_018468185.1 NP_195347.1
XP_018468186.1 NP_196957.1
XP_018468187.1 NP_569033.1
XP_018468189.1 NP_197230.1
XP_018468190.1 NP_177044.1
XP_018468191.1 NP_001332618.1
XP_018468192.1 NP_565029.1
XP_018468195.1 NP_200787.1
XP_018468203.1 NP_567569.3
XP_018468204.1 NP_173824.2
XP_018468207.1 NP_195932.1
XP_018468214.1 NP_001119009.1
XP_018468225.1 NP_566898.1
XP_018468227.1 NP_172599.1
XP_018468228.1 NP_196298.2
XP_018468231.1 NP_197022.1
XP_018468236.1 NP_194477.2
XP_018468239.1 NP_200110.1
XP_018468240.1 NP_001078525.1
XP_018468248.1 NP_200881.2
XP_018468250.1 NP_200776.2
XP_018468254.1 NP_680451.2
XP_018468257.1 NP_564057.4
XP_018468259.1 NP_567557.1
XP_018468261.1 NP_190091.2
XP_018468271.1 NP_001319042.1
XP_018468273.1 NP_200674.1
XP_018468274.1 NP_177074.1
XP_018468276.1 NP_173549.1
XP_018468277.1 NP_001328107.1
XP_018468279.1 NP_178150.1
XP_018468282.1 NP_001190057.1
XP_018468283.1 NP_001318582.1
XP_018468286.1 NP_194766.1
XP_018468292.1 NP_567758.1
XP_018468295.1 NP_567899.1
XP_018468301.1 NP_174569.1
XP_018468302.1 NP_194738.4
XP_018468305.1 NP_195718.1
XP_018468312.1 NP_001031132.1
XP_018468313.1 NP_196605.1
XP_018468314.1 NP_567507.1
XP_018468318.1 NP_001190915.1
XP_018468321.1 NP_001321827.1
XP_018468323.1 NP_192052.1
XP_018468326.1 NP_196520.1
XP_018468327.1 NP_177212.2
XP_018468328.1 NP_001330389.1
XP_018468329.1 NP_567629.1
XP_018468330.1 NP_197631.1
XP_018468333.1 NP_196763.1
XP_018468334.1 NP_197082.1
XP_018468338.1 NP_568736.1
XP_018468344.1 NP_568182.2
XP_018468345.1 NP_564928.1
XP_018468346.1 NP_177722.1
XP_018468347.1 NP_194222.1
XP_018468351.1 NP_171742.1
XP_018468353.1 NP_190233.2
XP_018468354.1 NP_567728.1
XP_018468361.1 NP_177736.1
XP_018468362.1 NP_001321050.1
XP_018468365.1 NP_200177.1
XP_018468369.1 NP_001318840.1
XP_018468370.1 NP_193478.1
XP_018468371.1 NP_194372.2
XP_018468372.1 NP_001119061.1
XP_018468373.1 NP_564438.1
XP_018468375.1 NP_196615.1
XP_018468376.1 NP_567359.1
XP_018468377.1 NP_001332223.1
XP_018468379.1 NP_195680.1
XP_018468385.1 NP_974690.4
XP_018468386.1 NP_197620.1
XP_018468396.1 NP_195284.1
XP_018468400.1 NP_194618.3
XP_018468401.1 NP_196449.1
XP_018468402.1 NP_194345.1
XP_018468404.1 NP_564561.1
XP_018468406.1 NP_001319968.1
XP_018468409.1 NP_850758.1
XP_018468414.1 NP_196677.1
XP_018468415.1 NP_172762.2
XP_018468419.1 NP_193209.2
XP_018468422.1 NP_001154457.1
XP_018468423.1 NP_564994.1
XP_018468425.1 NP_001321251.1
XP_018468426.1 NP_001078425.1
XP_018468431.1 NP_193946.3
XP_018468438.1 NP_567646.1
XP_018468440.1 NP_190609.1
XP_018468441.1 NP_190505.1
XP_018468443.1 NP_680696.2
XP_018468446.1 NP_564351.1
XP_018468448.1 NP_568057.1
XP_018468450.1 NP_567626.1
XP_018468451.1 NP_850802.2
XP_018468452.1 NP_200090.1
XP_018468454.1 NP_177607.2
XP_018468455.1 NP_177605.2
XP_018468456.1 NP_564944.1
XP_018468457.1 NP_566446.1
XP_018468458.1 NP_001077852.1
XP_018468460.1 NP_568418.1
XP_018468461.1 NP_001322826.1
XP_018468463.1 NP_001320061.1
XP_018468465.1 NP_175959.1
XP_018468467.1 NP_197487.1
XP_018468470.1 NP_176793.1
XP_018468472.1 NP_568006.1
XP_018468476.1 NP_176427.1
XP_018468477.1 NP_001077777.1
XP_018468481.1 NP_568177.1
XP_018468482.1 NP_200115.1
XP_018468483.1 NP_567458.1
XP_018468489.1 NP_200047.3
XP_018468490.1 NP_190438.1
XP_018468493.1 NP_567581.1
XP_018468496.1 NP_193487.2
XP_018468498.1 NP_196202.1
XP_018468499.1 NP_195450.1
XP_018468501.1 NP_001329016.1
XP_018468503.1 NP_567679.2
XP_018468504.1 NP_001322910.1
XP_018468507.1 NP_001320039.1
XP_018468514.1 NP_194060.3
XP_018468515.1 NP_001320041.1
XP_018468516.1 NP_175260.1
XP_018468520.1 NP_001328060.1
XP_018468524.1 NP_567556.1
XP_018468527.1 NP_564094.1
XP_018468533.1 NP_195265.2
XP_018468542.1 NP_567555.1
XP_018468544.1 NP_001321625.1
XP_018468547.1 NP_194772.1
XP_018468549.1 NP_564954.1
XP_018468552.1 NP_194106.1
XP_018468557.1 NP_175686.1
XP_018468564.1 NP_567387.1
XP_018468571.1 NP_001078470.1
XP_018468579.1 NP_200133.2
XP_018468582.1 NP_001327979.1
XP_018468587.1 NP_564155.1
XP_018468589.1 NP_196373.1
XP_018468591.1 NP_196156.1
XP_018468593.1 NP_194144.1
XP_018468594.1 NP_194752.1
XP_018468595.1 NP_001330292.1
XP_018468597.1 NP_563739.1
XP_018468600.1 NP_194601.1
XP_018468601.1 NP_193326.4
XP_018468603.1 NP_001321048.1
XP_018468606.1 NP_194717.2
XP_018468607.1 NP_194884.1
XP_018468614.1 NP_568026.1
XP_018468615.1 NP_195302.1
XP_018468616.1 NP_001078497.1
XP_018468617.1 NP_177719.1
XP_018468623.1 NP_568124.1
XP_018468626.1 NP_568344.2
XP_018468627.1 NP_190675.4
XP_018468628.1 NP_197002.1
XP_018468629.1 NP_001320169.1
XP_018468633.1 NP_172181.1
XP_018468635.1 NP_192915.1
XP_018468637.1 NP_001326870.1
XP_018468638.1 NP_567978.1
XP_018468640.1 NP_190538.1
XP_018468641.1 NP_197028.1
XP_018468642.1 NP_001031886.1
XP_018468643.1 NP_193864.1
XP_018468646.1 NP_564346.1
XP_018468648.1 NP_001078336.1
XP_018468651.1 NP_200766.2
XP_018468657.1 NP_174463.1
XP_018468658.1 NP_001189637.1
XP_018468663.1 NP_177017.2
XP_018468664.1 NP_001332362.1
XP_018468665.1 NP_001078571.1
XP_018468666.1 NP_001326721.1
XP_018468674.1 NP_567975.1
XP_018468676.1 NP_177640.1
XP_018468680.1 NP_001328307.1
XP_018468681.1 NP_200383.1
XP_018468682.1 NP_001190219.1
XP_018468685.1 NP_177684.1
XP_018468688.1 NP_567488.1
XP_018468692.1 NP_177367.1
XP_018468693.1 NP_194599.1
XP_018468696.1 NP_197328.3
XP_018468698.1 NP_001328367.1
XP_018468699.1 NP_194358.1
XP_018468704.1 NP_564326.1
XP_018468706.1 NP_001319346.1
XP_018468707.1 NP_196577.1
XP_018468712.1 NP_177687.1
XP_018468713.1 NP_568904.1
XP_018468714.1 NP_176857.1
XP_018468715.1 NP_195186.1
XP_018468717.1 NP_177875.1
XP_018468718.1 NP_177707.1
XP_018468720.1 NP_194497.1
XP_018468726.1 NP_564922.1
XP_018468727.1 NP_176979.3
XP_018468728.1 NP_177432.1
XP_018468729.1 NP_567631.1
XP_018468735.1 NP_194839.2
XP_018468737.1 NP_001190054.1
XP_018468738.1 NP_195492.2
XP_018468739.1 NP_197689.1
XP_018468741.1 NP_197691.1
XP_018468743.1 NP_176057.1
XP_018468745.1 NP_001190886.1
XP_018468747.1 NP_001329438.1
XP_018468749.1 NP_177013.1
XP_018468750.1 NP_196821.1
XP_018468753.1 NP_194567.1
XP_018468755.1 NP_197564.1
XP_018468756.1 NP_200789.2
XP_018468758.1 NP_197567.1
XP_018468759.1 NP_195202.1
XP_018468762.1 NP_567942.1
XP_018468764.1 NP_565006.1
XP_018468766.1 NP_974812.1
XP_018468767.1 NP_175474.1
XP_018468771.1 NP_200419.1
XP_018468773.1 NP_001329473.1
XP_018468774.1 NP_568004.1
XP_018468775.1 NP_196760.1
XP_018468777.1 NP_568752.1
XP_018468782.1 NP_195035.2
XP_018468785.1 NP_195034.2
XP_018468791.1 NP_001190896.1
XP_018468795.1 NP_001077532.1
XP_018468800.1 NP_195195.1
XP_018468801.1 NP_193881.1
XP_018468805.1 NP_175357.1
XP_018468808.1 NP_193993.1
XP_018468810.1 NP_194698.1
XP_018468812.1 NP_001154224.1
XP_018468813.1 NP_192753.1
XP_018468823.1 NP_173477.1
XP_018468824.1 NP_176991.2
XP_018468827.1 NP_190102.1
XP_018468829.1 NP_851059.1
XP_018468835.1 NP_564965.1
XP_018468838.1 NP_567512.2
XP_018468841.1 NP_568769.1
XP_018468847.1 NP_195362.2
XP_018468852.1 NP_567779.1
XP_018468853.1 NP_001320046.1
XP_018468861.1 NP_568780.1
XP_018468864.1 NP_001322750.1
XP_018468867.1 NP_174635.1
XP_018468873.1 NP_193362.3
XP_018468877.1 NP_196590.1
XP_018468887.1 NP_001319396.1
XP_018468890.1 NP_177885.1
XP_018468900.1 NP_177365.1
XP_018468902.1 NP_197784.2
XP_018468905.1 NP_001328114.1
XP_018468908.1 NP_565022.1
XP_018468911.1 NP_001189610.1
XP_018468915.1 NP_001320062.1
XP_018468923.1 NP_200131.2
XP_018468929.1 NP_173449.1
XP_018468930.1 NP_177548.1
XP_018468932.1 NP_194305.1
XP_018468933.1 NP_001185018.1
XP_018468934.1 NP_680434.1
XP_018468937.1 NP_680438.1
XP_018468942.1 NP_568884.4
XP_018468943.1 NP_001318832.1
XP_018468946.1 NP_200684.2
XP_018468949.1 NP_200680.1
XP_018468953.1 NP_200685.1
XP_018468956.1 NP_172439.1
XP_018468957.1 NP_001332129.1
XP_018468964.1 NP_001117575.1
XP_018468966.1 NP_177721.1
XP_018468968.1 NP_683292.1
XP_018468969.1 NP_195808.1
XP_018468971.1 NP_200511.1
XP_018468972.1 NP_001190532.1
XP_018468975.1 NP_175219.1
XP_018468979.1 NP_001119068.1
XP_018468981.1 NP_001031731.1
XP_018468983.1 NP_194476.2
XP_018468984.1 NP_001323420.1
XP_018468988.1 NP_197616.1
XP_018468989.1 NP_173147.2
XP_018468992.1 NP_567815.1
XP_018469003.1 NP_001078486.1
XP_018469007.1 NP_001329099.1
XP_018469010.1 NP_194466.2
XP_018469017.1 NP_568742.1
XP_018469024.1 NP_172288.1
XP_018469027.1 NP_196337.1
XP_018469030.1 NP_001330357.1
XP_018469032.1 NP_175431.1
XP_018469038.1 NP_566733.1
XP_018469042.1 NP_193457.5
XP_018469044.1 NP_001332303.1
XP_018469049.1 NP_564037.1
XP_018469050.1 NP_199893.1
XP_018469058.1 NP_195864.1
XP_018469059.1 NP_196977.1
XP_018469060.1 NP_174533.1
XP_018469061.1 NP_194350.1
XP_018469062.1 NP_193393.4
XP_018469072.1 NP_195220.1
XP_018469073.1 NP_200784.2
XP_018469080.1 NP_001030727.1
XP_018469083.1 NP_175126.2
XP_018469084.1 NP_194747.1
XP_018469087.1 NP_001329011.1
XP_018469097.1 NP_199994.1
XP_018469098.1 NP_568341.1
XP_018469100.1 NP_188846.3
XP_018469103.1 NP_192942.1
XP_018469105.1 NP_194223.1
XP_018469110.1 NP_568414.1
XP_018469112.1 NP_001320138.1
XP_018469116.1 NP_194389.1
XP_018469120.1 NP_001331404.1
XP_018469123.1 NP_001329477.1
XP_018469125.1 NP_001154348.1
XP_018469128.1 NP_190562.1
XP_018469129.1 NP_568083.1
XP_018469136.1 NP_178188.1
XP_018469138.1 NP_001331734.1
XP_018469141.1 NP_200465.1
XP_018469142.1 NP_564853.2
XP_018469144.1 NP_195532.1
XP_018469145.1 NP_176883.5
XP_018469148.1 NP_001031645.1
XP_018469150.1 NP_680186.1
XP_018469152.1 NP_567826.1
XP_018469155.1 NP_001320809.1
XP_018469157.1 NP_192735.2
XP_018469160.1 NP_177369.3
XP_018469161.1 NP_566910.1
XP_018469164.1 NP_001031168.1
XP_018469165.1 NP_567540.2
XP_018469167.1 NP_567198.1
XP_018469171.1 NP_564343.1
