XM_009121514.3	gene-LOC103844700
XM_033288890.1	gene-LOC103860875
XM_033288889.1	gene-LOC103860875
XM_009138551.3	gene-LOC103860875
XM_033288897.1	gene-LOC103860876
XM_033288875.1	gene-LOC103860877
XM_018657037.2	gene-LOC103860877
XM_009138553.3	gene-LOC103860877
XM_033288876.1	gene-LOC103860877
XM_009138554.3	gene-LOC103860878
XM_009138556.3	gene-LOC103860879
XM_009138555.3	gene-LOC103860879
XM_009138558.3	gene-LOC103860880
XM_033288922.1	gene-LOC103860881
XM_009138561.3	gene-LOC103860882
XM_009138560.3	gene-LOC103860882
XM_033288900.1	gene-LOC103860882
XM_009138562.3	gene-LOC103860883
XM_009138563.3	gene-LOC103860884
XM_033288865.1	gene-LOC103860884
XM_018657865.2	gene-LOC103860885
XM_033288864.1	gene-LOC103860885
XM_009138854.3	gene-LOC103861149
XM_009138566.3	gene-LOC103860887
XM_009138570.2	gene-LOC103860890
XM_018657925.2	gene-LOC103860891
XM_009138571.3	gene-LOC103860891
XM_009138572.3	gene-LOC103860892
XM_009138573.3	gene-LOC103860892
XM_018657931.2	gene-LOC103860892
XM_018657927.2	gene-LOC103860892
XM_033288894.1	gene-LOC103860893
XM_033287393.1	gene-LOC103861150
XM_033288923.1	gene-LOC117133024
XM_033288908.1	gene-LOC103861152
XM_033288883.1	gene-LOC103861153
XM_033288882.1	gene-LOC103861153
XM_009138578.3	gene-LOC103860896
XM_009138577.3	gene-LOC103860895
XM_033287156.1	gene-LOC103860897
XM_009138579.3	gene-LOC103860897
XM_033288147.1	gene-LOC103860899
XM_033288145.1	gene-LOC103860899
XM_033288144.1	gene-LOC103860899
XM_033288146.1	gene-LOC103860899
XM_033288142.1	gene-LOC103860899
XM_033288143.1	gene-LOC103860899
XM_018657514.2	gene-LOC103860899
XM_009138582.3	gene-LOC103860901
XM_009138584.3	gene-LOC103860902
XM_009138585.3	gene-LOC103860903
XM_009138586.2	gene-LOC103860903
XM_009138587.3	gene-LOC103860904
XM_009138588.3	gene-LOC103860905
XM_009138589.3	gene-LOC103860906
XM_033288148.1	gene-LOC103860907
XM_009138591.3	gene-LOC103860908
XM_033288151.1	gene-LOC103860910
XM_033288149.1	gene-LOC103860911
XM_009138592.3	gene-LOC103860911
XM_009138595.3	gene-LOC103860912
XM_009138593.3	gene-LOC103860912
XM_009138861.2	gene-LOC103861155
XM_018657516.2	gene-LOC103860914
XM_009138596.3	gene-LOC103860914
XM_009138598.3	gene-LOC103860915
XM_009138597.3	gene-LOC103860915
XM_018657515.1	gene-LOC103860915
XM_009138599.2	gene-LOC103860916
XM_009138603.3	gene-LOC103860918
XM_009138604.3	gene-LOC103860919
XM_009138605.3	gene-LOC103860920
XM_033288141.1	gene-LOC103860921
XM_033288140.1	gene-LOC103860921
XM_009138606.3	gene-LOC103860922
XM_009138607.3	gene-LOC103860923
XM_009138609.3	gene-LOC103860924
XM_033288139.1	gene-LOC103860925
XM_009138610.3	gene-LOC103860925
XM_009138611.3	gene-LOC103860926
XM_033288150.1	gene-LOC103860926
XM_009138612.3	gene-LOC103860927
XM_009138613.3	gene-LOC103860931
XM_033288256.1	gene-LOC103860932
XM_018657525.2	gene-LOC103860933
XM_009138615.3	gene-LOC103860934
XM_018657228.2	gene-LOC103860935
XM_033286122.1	gene-LOC103860937
XM_009138619.3	gene-LOC103860939
XM_009138618.3	gene-LOC103860938
XM_009138621.3	gene-LOC103860940
XM_009138622.2	gene-LOC103860941
XM_009138623.3	gene-LOC103860941
XM_033286121.1	gene-LOC103861158
XM_009138624.2	gene-LOC103860942
XM_009138625.3	gene-LOC103860944
XM_009138626.3	gene-LOC103860945
XM_009138627.3	gene-LOC103860946
XM_009138630.3	gene-LOC103860949
XM_009138629.3	gene-LOC103860948
XM_009138631.3	gene-LOC103860950
XM_009138632.3	gene-LOC103860951
XM_009138634.2	gene-LOC103860952
XM_009138633.2	gene-LOC103860952
XM_009138635.2	gene-LOC103860953
XM_033289072.1	gene-LOC103860954
XM_033289073.1	gene-LOC103860955
XM_018657371.2	gene-LOC103861160
XM_033287813.1	gene-LOC103860956
XM_009138639.3	gene-LOC103860958
XM_009138640.2	gene-LOC103860959
XM_033287816.1	gene-LOC103860959
XM_033287395.1	gene-LOC103860960
XM_033287815.1	gene-LOC108871189
XM_033287814.1	gene-LOC108871189
XM_033287396.1	gene-LOC103861161
XM_033287817.1	gene-LOC117132782
XM_033287818.1	gene-LOC117132782
XM_009138644.3	gene-LOC103860962
XM_009138645.3	gene-LOC103860962
XM_009138649.3	gene-LOC103860963
XM_009138648.3	gene-LOC103860963
XM_009138647.3	gene-LOC103860963
XM_009138646.3	gene-LOC103860963
XM_018657373.2	gene-LOC103861162
XM_033286684.1	gene-LOC103861163
XM_033286685.1	gene-LOC103861163
XM_009138650.3	gene-LOC103860964
XM_009138652.3	gene-LOC103860965
XM_033286682.1	gene-LOC103860965
XM_009138653.3	gene-LOC103860966
XM_018657946.2	gene-LOC103860966
XM_009138654.2	gene-LOC103860966
XM_009138655.3	gene-LOC103860967
XM_009138656.3	gene-LOC103860968
XM_009138657.3	gene-LOC103860969
XM_009138659.3	gene-LOC103860971
NM_001302058.1	gene-WRKY28
XM_009138868.1	gene-LOC103861164
XM_018657893.2	gene-LOC103860974
XM_009138662.3	gene-LOC103860975
XM_033288396.1	gene-LOC103860978
XM_009138667.3	gene-LOC103860978
XM_033288397.1	gene-LOC103860976
XM_009138664.3	gene-LOC103860976
XM_033288398.1	gene-LOC103860976
XM_009138669.2	gene-LOC103860979
XM_033288392.1	gene-LOC103860979
XM_018658107.2	gene-LOC108871404
XM_018658106.2	gene-LOC103860980
XM_033288393.1	gene-LOC103860981
XM_009138672.3	gene-LOC103860981
XM_033288394.1	gene-LOC103860981
XM_033288400.1	gene-LOC103860982
XM_009138674.3	gene-LOC103860983
XM_033287397.1	gene-LOC103861165
XM_009138675.2	gene-LOC103860984
XM_009138676.3	gene-LOC103860985
XM_009138677.3	gene-LOC103860985
XM_009138678.3	gene-LOC103860986
XM_009138679.2	gene-LOC103860988
XM_009138680.3	gene-LOC103860990
XM_033288401.1	gene-LOC103860991
XM_009138683.2	gene-LOC103860992
XM_009138684.3	gene-LOC103860993
XM_009138685.3	gene-LOC103860994
XM_018657152.2	gene-LOC103860995
XM_018657153.2	gene-LOC103860995
XM_009138686.3	gene-LOC103860995
XM_033288391.1	gene-LOC103860995
XM_033288399.1	gene-LOC103860996
XM_033288403.1	gene-LOC103860997
XM_033288402.1	gene-LOC103860999
XM_009138690.3	gene-LOC103861000
XM_009138691.3	gene-LOC103861001
XM_033288395.1	gene-LOC103861001
XM_033288427.1	gene-LOC103861167
XM_009138870.2	gene-LOC103861167
XM_033288426.1	gene-LOC103861167
XM_033288424.1	gene-LOC103861168
XM_009138693.3	gene-LOC103861003
XM_009138694.3	gene-LOC103861004
XM_033288977.1	gene-LOC103861009
XM_009138705.3	gene-LOC103861010
XM_033288975.1	gene-LOC103861010
XM_009138707.3	gene-LOC103861011
XM_009138706.1	gene-LOC103861011
XM_009138874.3	gene-LOC103861170
XM_009138708.3	gene-LOC103861013
XM_009138709.3	gene-LOC103861014
XM_009138710.3	gene-LOC103861015
XM_009138713.3	gene-LOC103861016
XM_009138715.3	gene-LOC103861017
XM_033288974.1	gene-LOC103861020
XM_033288976.1	gene-LOC103861172
XM_033288978.1	gene-LOC117133035
XM_009138720.3	gene-LOC103861021
XM_009138721.3	gene-LOC103861022
XM_009138722.3	gene-LOC103861023
XM_009138724.3	gene-LOC103861024
XM_033287994.1	gene-LOC117132807
XM_018657217.2	gene-LOC103861026
XM_009138729.3	gene-LOC103861026
XM_009138727.3	gene-LOC103861026
XM_009138728.3	gene-LOC103861026
XM_009138733.3	gene-LOC103861027
XM_018657549.2	gene-LOC103861174
XM_009138734.3	gene-LOC103861028
XM_009138735.2	gene-LOC103861029
XM_018657499.2	gene-LOC103861029
XM_018657687.2	gene-LOC103861030
XM_009138738.3	gene-LOC103861030
XM_009138739.3	gene-LOC103861031
XM_033288622.1	gene-LOC103861031
XM_009138742.3	gene-LOC103861033
XM_009138741.3	gene-LOC103861033
XM_009138740.3	gene-LOC103861033
XM_033288621.1	gene-LOC103861033
XM_009138747.3	gene-LOC103861035
XM_009138746.3	gene-LOC103861035
XM_033288618.1	gene-LOC103861035
XM_033288619.1	gene-LOC103861035
XM_033288620.1	gene-LOC103861035
XM_009138748.3	gene-LOC103861037
XM_009138749.3	gene-LOC103861038
XM_033288623.1	gene-LOC103861039
XM_009138753.3	gene-LOC103861041
XM_009138754.3	gene-LOC103861041
XM_009138752.3	gene-LOC103861041
XM_009138755.3	gene-LOC103861041
XM_009138751.2	gene-LOC103861040
XM_009138756.3	gene-LOC103861043
XM_033287398.1	gene-LOC103861045
XM_009138759.3	gene-LOC103861046
XM_033288114.1	gene-LOC103861175
XM_018657376.2	gene-LOC103861176
XM_009138760.3	gene-LOC103861051
XM_018657377.2	gene-LOC108871191
XM_033289010.1	gene-LOC103861052
XM_009138763.3	gene-LOC103861054
XM_018658062.2	gene-LOC103861177
XM_009138765.3	gene-LOC103861056
XM_009138764.3	gene-LOC103861055
XM_033289006.1	gene-LOC103861057
XM_033289007.1	gene-LOC103861057
XM_033289009.1	gene-LOC103861058
XM_009138882.2	gene-LOC103861180
XM_009138884.2	gene-LOC103861183
XM_009138769.3	gene-LOC103861059
XM_018657545.2	gene-LOC103861060
XM_009138770.3	gene-LOC103861061
XM_018653696.2	gene-LOC108869375
XM_009108786.3	gene-LOC103832722
XM_009138771.2	gene-LOC103861062
XM_009138773.2	gene-LOC103861065
XM_009138774.2	gene-LOC103861065
XM_009138772.2	gene-LOC103861064
XM_033286834.1	gene-LOC103861067
XM_033286836.1	gene-LOC103861067
XM_009138775.3	gene-LOC103861067
XM_009138776.3	gene-LOC103861067
XM_033286837.1	gene-LOC103861067
XM_009138778.3	gene-LOC103861068
XM_009138779.3	gene-LOC103861069
XM_033287399.1	gene-LOC103861070
XM_033287400.1	gene-LOC117132631
XM_009138887.1	gene-LOC103861185
XM_033286857.1	gene-LOC103861072
XM_009138784.3	gene-LOC103861072
XM_009138783.3	gene-LOC103861071
XM_033286856.1	gene-LOC103861071
XM_009138785.3	gene-LOC103861073
XM_009138786.3	gene-LOC103861076
XM_033286833.1	gene-LOC103861187
XM_009138787.3	gene-LOC103861077
XM_033287401.1	gene-LOC103861078
XM_009138789.3	gene-LOC103861080
XM_018657658.2	gene-LOC103861080
XM_018657657.2	gene-LOC103861080
XM_033286855.1	gene-LOC103861083
XM_009138792.3	gene-LOC103861083
XM_009138889.2	gene-LOC103861188
XM_009138793.3	gene-LOC103861084
XM_018657656.2	gene-LOC103861084
XM_033286853.1	gene-LOC103861084
XM_009138892.3	gene-LOC103861191
XM_009138893.3	gene-LOC103861192
XM_009138898.3	gene-LOC103861195
XM_033286851.1	gene-LOC103861195
XM_033286850.1	gene-LOC103861195
XM_033286852.1	gene-LOC103861195
XM_009138895.3	gene-LOC103861193
XM_009138897.3	gene-LOC103861193
XM_009138894.3	gene-LOC103861193
XM_009138896.3	gene-LOC103861193
XM_009138900.3	gene-LOC103861196
XM_018657100.2	gene-LOC103861197
XM_018657101.2	gene-LOC103861197
XM_018657102.2	gene-LOC103861197
XM_033286864.1	gene-LOC103861197
XM_009138901.3	gene-LOC103861198
XM_009138902.3	gene-LOC103861199
XM_009138903.3	gene-LOC103861200
XM_009138904.3	gene-LOC103861201
XM_009138905.3	gene-LOC103861202
XM_033287402.1	gene-LOC117132633
XM_033287403.1	gene-LOC117132634
XM_009138906.3	gene-LOC103861204
XM_009138907.3	gene-LOC103861205
XM_009138910.3	gene-LOC103861207
XM_018657002.2	gene-LOC103861206
XM_009138911.3	gene-LOC103861209
XM_033286866.1	gene-LOC103861210
XM_033286860.1	gene-LOC103861211
XM_033286861.1	gene-LOC103861211
XM_018657378.1	gene-LOC108871192
XM_033286869.1	gene-LOC117132508
XM_009138917.3	gene-LOC103861214
XM_009138918.3	gene-LOC103861215
XM_009138921.3	gene-LOC103861216
XM_009138919.3	gene-LOC103861216
XM_033286848.1	gene-LOC103861216
XM_009138922.3	gene-LOC103861217
XM_009138923.3	gene-LOC103861217
XM_009138924.2	gene-LOC103861217
XM_033286858.1	gene-LOC103861219
XM_009138926.3	gene-LOC103861219
XM_009138927.3	gene-LOC103861219
XM_009138928.3	gene-LOC103861219
XM_009138925.3	gene-LOC103861219
XM_009138929.3	gene-LOC103861221
XM_009138933.2	gene-LOC103861222
XM_033286863.1	gene-LOC103861223
XM_033286862.1	gene-LOC103861223
XM_009138935.3	gene-LOC103861223
XM_009138934.3	gene-LOC103861223
XM_009138936.3	gene-LOC103861224
XM_009138937.3	gene-LOC103861226
XM_009138938.3	gene-LOC103861227
XM_009138940.3	gene-LOC103861229
XM_009138942.3	gene-LOC103861230
XM_009138941.3	gene-LOC103861230
XM_009138943.3	gene-LOC103861231
XM_009138946.3	gene-LOC103861233
XM_009138945.3	gene-LOC103861232
XM_009138944.3	gene-LOC103861232
XM_009138947.3	gene-LOC103861234
XM_009138949.3	gene-LOC103861234
XM_009138951.3	gene-LOC103861236
XM_033286841.1	gene-LOC103861240
XM_033286838.1	gene-LOC103861240
XM_033286839.1	gene-LOC103861240
XM_033286840.1	gene-LOC103861240
XM_033286843.1	gene-LOC103861240
XM_033286842.1	gene-LOC103861240
XM_033286846.1	gene-LOC103861240
XM_033286845.1	gene-LOC103861240
XM_033286844.1	gene-LOC103861240
XM_009138952.3	gene-LOC103861240
XM_009138956.2	gene-LOC103861241
XM_009138957.3	gene-LOC103861243
XM_009152581.1	gene-LOC103874165
XM_009138958.3	gene-LOC103861244
XM_009138959.3	gene-LOC103861245
XM_009138960.3	gene-LOC103861246
XM_009138962.3	gene-LOC103861247
XM_033286865.1	gene-LOC103861248
XM_009138963.3	gene-LOC103861248
XM_009138965.3	gene-LOC103861249
XM_033286847.1	gene-LOC103861249
XM_009138966.3	gene-LOC103861250
XM_009138967.3	gene-LOC103861251
XM_009138968.2	gene-LOC103861252
XM_009138969.3	gene-LOC103861254
XM_033287405.1	gene-LOC103861265
XM_009138970.3	gene-LOC103861256
XM_009138972.2	gene-LOC103861257
XM_009138973.3	gene-LOC103861258
XM_033286854.1	gene-LOC103861266
XM_033286868.1	gene-LOC103848695
XM_033286832.1	gene-LOC103861267
XM_033286831.1	gene-LOC103861267
XM_009138981.3	gene-LOC103861267
XM_009138983.3	gene-LOC103861267
XM_033286829.1	gene-LOC117132506
XM_009138984.3	gene-LOC103861270
XM_009138986.3	gene-LOC103861273
XM_033286867.1	gene-LOC103861273
XM_009138987.3	gene-LOC103861274
XM_033286859.1	gene-LOC108871194
XM_009138989.3	gene-LOC103861276
XM_033287406.1	gene-LOC103861735
XM_033288381.1	gene-LOC103861285
XM_009138990.3	gene-LOC103861285
XM_033288163.1	gene-LOC103861286
XM_009139450.1	gene-LOC103861737
XM_018657529.2	gene-LOC103861288
XM_009138994.3	gene-LOC103861289
XM_009138995.3	gene-LOC103861289
XM_033287407.1	gene-LOC103861738
XM_033289089.1	gene-LOC103861290
XM_033289091.1	gene-LOC103861290
XM_033289090.1	gene-LOC103861290
XM_033289093.1	gene-LOC103861291
XM_009138997.3	gene-LOC103861292
XM_009138998.3	gene-LOC103861295
XM_009138999.3	gene-LOC103861296
XM_009139002.3	gene-LOC103861298
XM_009139003.3	gene-LOC103861298
XM_018657953.2	gene-LOC103861297
XM_009139004.3	gene-LOC103861299
XM_033289092.1	gene-LOC103861300
XM_009139005.3	gene-LOC103861300
XM_018657968.2	gene-LOC103861303
XM_009139008.3	gene-LOC103861305
XM_009139009.3	gene-LOC103861306
XM_009139010.3	gene-LOC103861307
XM_009139012.3	gene-LOC103861309
XM_033288257.1	gene-LOC117132870
XM_018657027.2	gene-LOC103861312
XM_009139014.3	gene-LOC103861312
XM_009139013.3	gene-LOC103861312
XM_009139016.3	gene-LOC103861314
XM_033288135.1	gene-LOC117132837
XM_009139017.3	gene-LOC103861316
XM_009139018.3	gene-LOC103861317
XM_009139019.3	gene-LOC103861317
XM_009139455.3	gene-LOC103861744
XM_033288059.1	gene-LOC103861318
XM_033288058.1	gene-LOC103828390
XM_009139023.2	gene-LOC103861322
XM_009139022.3	gene-LOC103861320
XM_009139021.3	gene-LOC103861319
XM_033288054.1	gene-LOC103861324
XM_033287408.1	gene-LOC117132635
XM_009139028.3	gene-LOC103861328
XM_009139029.3	gene-LOC103861330
XM_009139030.3	gene-LOC103861331
XM_009139031.2	gene-LOC103861333
XM_033288098.1	gene-LOC103861335
XM_009139034.3	gene-LOC103861336
XM_033287409.1	gene-LOC108868762
XM_009139040.3	gene-LOC103861338
XM_033288088.1	gene-LOC103861342
XM_009139042.3	gene-LOC103861342
XM_033288096.1	gene-LOC103861341
XM_033288097.1	gene-LOC103861341
XM_009139046.3	gene-LOC103861343
XM_009139045.3	gene-LOC103861343
XM_009139043.3	gene-LOC103861343
XM_018658098.2	gene-LOC103861344
XM_009139050.3	gene-LOC103861345
XM_009139051.3	gene-LOC103861346
XM_009139458.1	gene-LOC103861750
XM_009139052.3	gene-LOC103861347
XM_009139054.3	gene-LOC103861347
XM_009139053.3	gene-LOC103861347
XM_033288095.1	gene-LOC103861347
XM_009139055.3	gene-LOC103861349
XM_033288072.1	gene-LOC103861751
XM_033288070.1	gene-LOC103861751
XM_033288071.1	gene-LOC103861751
XM_033288069.1	gene-LOC103861751
XM_033288073.1	gene-LOC103861350
XM_009139059.3	gene-LOC103861351
XM_033288087.1	gene-LOC103861352
XM_033288077.1	gene-LOC103861353
XM_009139060.2	gene-LOC103861353
XM_009139061.3	gene-LOC103861354
XM_033288093.1	gene-LOC103861355
XM_033288094.1	gene-LOC103861355
XM_018657536.2	gene-LOC103861355
XM_033288101.1	gene-LOC103861752
XM_033288085.1	gene-LOC103861359
XM_033288086.1	gene-LOC103861359
XM_033288084.1	gene-LOC103861359
XM_009139067.3	gene-LOC103861360
XM_009139069.3	gene-LOC103861363
XM_033288080.1	gene-LOC103861368
XM_033288079.1	gene-LOC103861368
XM_009139070.3	gene-LOC103861368
XM_033288081.1	gene-LOC103861368
XM_009139073.3	gene-LOC103861370
XM_009139071.3	gene-LOC103861369
XM_009139072.3	gene-LOC103861369
XM_009139076.3	gene-LOC103861374
XM_033288100.1	gene-LOC103861756
XM_033287410.1	gene-LOC103861757
XM_009139077.3	gene-LOC103861375
XM_009139078.3	gene-LOC103861376
XM_009139079.3	gene-LOC103861377
XM_009139081.3	gene-LOC103861380
XM_009139082.3	gene-LOC103861381
XM_018657479.2	gene-LOC103861381
XM_009139085.2	gene-LOC103861382
XM_033288076.1	gene-LOC103861383
XM_009139086.3	gene-LOC103861383
XM_009139087.3	gene-LOC103861383
XM_018657385.2	gene-LOC103861384
XM_009139102.3	gene-LOC103861394
XM_033288089.1	gene-LOC103861393
XM_009139100.2	gene-LOC103861393
XM_033288090.1	gene-LOC103861393
XM_009139099.3	gene-LOC103861391
XM_033288091.1	gene-LOC103861391
XM_033288092.1	gene-LOC103861390
XM_009139096.3	gene-LOC103861390
XM_009139095.3	gene-LOC103861389
XM_009139094.3	gene-LOC103861389
XM_009139093.3	gene-LOC103861388
XM_009139092.3	gene-LOC103861386
XM_033288075.1	gene-LOC103861386
XM_009139091.3	gene-LOC103861385
XM_033288102.1	gene-LOC103861385
XM_009139089.3	gene-LOC103861385
XM_033288103.1	gene-LOC103861385
XM_009139103.3	gene-LOC103861395
XM_009139105.3	gene-LOC103861398
XM_009139106.3	gene-LOC103861399
XM_009139107.3	gene-LOC103861400
XM_009139108.3	gene-LOC103861401
XM_033288153.1	gene-LOC103861404
XM_009139111.3	gene-LOC103861405
XM_009139112.3	gene-LOC103861406
XM_009139113.3	gene-LOC103861407
XM_009139116.2	gene-LOC103861409
XM_033288407.1	gene-LOC103861410
XM_033288405.1	gene-LOC103861410
XM_033288406.1	gene-LOC103861410
XM_033287411.1	gene-LOC103861761
XM_033288429.1	gene-LOC103861412
XM_009139117.3	gene-LOC103861412
XM_009139119.3	gene-LOC103861413
XM_033287412.1	gene-LOC103861762
XM_009139120.3	gene-LOC103861415
XM_009139123.3	gene-LOC103861416
XM_009139124.3	gene-LOC103861416
XM_009139121.3	gene-LOC103861416
XM_009139125.3	gene-LOC103861418
XM_009139129.3	gene-LOC103861422
XM_009139130.3	gene-LOC103861424
XM_009139131.3	gene-LOC103861425
XM_009139133.3	gene-LOC103861428
XM_009139134.3	gene-LOC103861429
XM_009139135.3	gene-LOC103861430
XM_033286702.1	gene-LOC103861432
XM_009139137.3	gene-LOC103861433
XM_033286705.1	gene-LOC103861434
XM_009139138.3	gene-LOC103861434
XM_009139140.3	gene-LOC103861436
XM_033287413.1	gene-LOC117132636
XM_033287414.1	gene-LOC117132637
XM_033286703.1	gene-LOC103861437
XM_009139473.3	gene-LOC103861766
XM_033287415.1	gene-LOC117132638
XM_009139143.3	gene-LOC103861438
NM_001302018.1	gene-WRKY53
XM_009139145.3	gene-LOC103861440
XM_033287416.1	gene-LOC103861441
XM_009139147.3	gene-LOC103861442
XM_009139148.3	gene-LOC103861443
XM_009139149.3	gene-LOC103861444
XM_033288046.1	gene-LOC103861447
XM_033288045.1	gene-LOC103861447
XM_018657739.2	gene-LOC103861447
XM_009139151.3	gene-LOC103861447
XM_009139153.3	gene-LOC103861447
XM_009139152.3	gene-LOC103861447
XM_033288044.1	gene-LOC103861447
XM_009139155.3	gene-LOC103861447
XM_009139156.3	gene-LOC103861447
XM_033288042.1	gene-LOC103861447
XM_033288043.1	gene-LOC103861447
XM_009139157.3	gene-LOC103861448
XM_009139158.3	gene-LOC103861449
XM_033288546.1	gene-LOC103861768
XM_033288543.1	gene-ARF9-2
XM_009139161.3	gene-LOC103861455
XM_033288542.1	gene-LOC103861455
XM_033288541.1	gene-LOC103861455
XM_018655855.2	gene-LOC108870377
XM_009139162.3	gene-LOC103861456
XM_009139163.3	gene-LOC103861457
XM_009139164.3	gene-LOC103861458
XM_033288544.1	gene-LOC103861459
XM_033288545.1	gene-LOC103861459
XM_009139168.3	gene-LOC103861461
XM_009139169.3	gene-LOC103861463
XM_009139171.3	gene-LOC103861464
XM_018657727.2	gene-LOC103861465
XM_018657726.2	gene-LOC103861465
XM_009139175.3	gene-LOC103861466
XM_009139176.3	gene-LOC103861467
XM_033286337.1	gene-LOC103861469
XM_033286336.1	gene-LOC103861470
XM_009139183.3	gene-LOC103861470
XM_009139182.3	gene-LOC103861470
XM_009139184.3	gene-LOC103861470
XM_018657735.2	gene-LOC103861470
XM_009139181.3	gene-LOC103861470
XM_009139185.3	gene-LOC103861471
NM_001302045.1	gene-WRKY7
XM_009139186.3	gene-LOC103861472
XM_009139188.3	gene-LOC103861475
XM_033286334.1	gene-LOC103861477
XM_033286331.1	gene-LOC103861477
XM_033286328.1	gene-LOC103861477
XM_033286330.1	gene-LOC103861477
XM_033286327.1	gene-LOC103861477
XM_033286329.1	gene-LOC103861477
XM_033286332.1	gene-LOC103861477
XM_033286333.1	gene-LOC103861477
XM_018657757.2	gene-LOC108871331
XM_033287897.1	gene-LOC117132792
XM_033287896.1	gene-LOC117132792
XM_033287898.1	gene-LOC103861478
XM_009139191.3	gene-LOC103861479
XM_009139192.3	gene-LOC103861480
XM_033287900.1	gene-LOC103861482
XM_009139193.3	gene-LOC103861482
XM_009139194.3	gene-LOC103861483
XM_018657741.2	gene-LOC103861486
XM_009139198.3	gene-LOC103861485
XM_009139200.2	gene-LOC103861485
XM_009139199.2	gene-LOC103861485
XM_009139201.3	gene-LOC103861487
XM_033287901.1	gene-LOC103861490
XM_009139204.3	gene-LOC103861490
XM_009139202.3	gene-LOC103861488
XM_009139203.2	gene-LOC103861488
XM_009139205.3	gene-LOC103861491
XM_009139207.3	gene-LOC103861491
XM_009139206.3	gene-LOC103861491
XM_009139209.3	gene-LOC103861492
XM_033287903.1	gene-LOC103861494
XM_009139212.3	gene-LOC103861495
XM_009139215.3	gene-LOC103861497
XM_009139214.3	gene-LOC103861497
XM_009139213.3	gene-LOC103861496
XM_033287902.1	gene-LOC103861496
XM_009139216.3	gene-LOC103861499
XM_009139217.3	gene-LOC103861500
XM_009139218.2	gene-LOC103861500
XM_009139220.3	gene-LOC103861501
XM_033288841.1	gene-LOC103861502
XM_009139222.3	gene-LOC103861503
XM_009139223.3	gene-LOC103861504
XM_033288840.1	gene-LOC103861505
XM_009139227.3	gene-LOC103861506
XM_009139226.3	gene-LOC103861506
XM_009139225.3	gene-LOC103861506
XM_033288839.1	gene-LOC103861506
XM_009139228.3	gene-LOC103861508
XM_009139229.3	gene-LOC103861509
XM_009139230.3	gene-LOC103861510
XM_009139233.3	gene-LOC103861512
XM_009139232.2	gene-LOC103861511
XM_009139234.3	gene-LOC103861513
XM_009139235.3	gene-LOC103861514
XM_009139236.3	gene-LOC103861515
XM_009139237.3	gene-LOC103861516
XM_009139238.3	gene-LOC103861517
XM_009139239.3	gene-LOC103861519
XM_033289111.1	gene-LOC103861519
XM_033289110.1	gene-LOC103861519
XM_009139240.3	gene-LOC103861520
XM_033289109.1	gene-LOC117133067
XM_033287417.1	gene-LOC117132639
XM_009139242.2	gene-LOC103861522
XM_009139243.3	gene-LOC103861524
XM_033289112.1	gene-LOC103861525
XM_009139244.3	gene-LOC103861525
XM_009139247.3	gene-LOC103861527
XM_009139245.3	gene-LOC103861526
XM_009139248.3	gene-LOC103861528
XM_033289113.1	gene-LOC103861528
XM_009139250.3	gene-LOC103861531
XM_009139249.3	gene-LOC103861530
XM_009139251.3	gene-LOC103861532
XM_033287418.1	gene-LOC103861533
XM_033287093.1	gene-LOC103861535
XM_033287092.1	gene-LOC103861535
XM_009139255.3	gene-LOC103861536
XM_009139256.3	gene-LOC103861537
XM_009139258.3	gene-LOC103861538
XM_009139257.3	gene-LOC103861538
XM_033287419.1	gene-LOC103849309
XM_033287128.1	gene-LOC117132534
XM_033287131.1	gene-LOC103861540
XM_009139260.3	gene-LOC103861541
XM_009139263.3	gene-LOC103861542
XM_009139478.2	gene-LOC103861773
XM_009139264.3	gene-LOC103861543
XM_009139265.3	gene-LOC103861544
XM_009139266.3	gene-LOC103861546
XM_009139267.3	gene-LOC103861547
XM_033287099.1	gene-LOC103861547
XM_009139268.3	gene-LOC103861548
XM_033287087.1	gene-LOC103861550
XM_009139272.3	gene-LOC103861553
XM_009139270.3	gene-LOC103861552
XM_009139273.3	gene-LOC103861554
XM_009139274.3	gene-LOC103861555
XM_009139275.3	gene-LOC103861555
XM_009139277.2	gene-LOC108868754
XM_018657747.2	gene-LOC108868754
XM_033287420.1	gene-LOC117132640
XM_009139480.2	gene-LOC103861774
XM_009139278.3	gene-LOC103861559
XM_033287421.1	gene-LOC117132641
XM_033287130.1	gene-LOC103861560
XM_009139282.3	gene-LOC103861563
XM_033287077.1	gene-LOC103861564
XM_033287076.1	gene-LOC103861564
XM_033287080.1	gene-LOC103861564
XM_033287083.1	gene-LOC103861564
XM_033287075.1	gene-LOC103861564
XM_033287079.1	gene-LOC103861564
XM_033287078.1	gene-LOC103861564
XM_033287081.1	gene-LOC103861564
XM_033287085.1	gene-LOC103861564
XM_018657722.2	gene-LOC103861564
XM_033287086.1	gene-LOC103861564
XM_033287084.1	gene-LOC103861564
XM_033287082.1	gene-LOC103861564
XM_033287422.1	gene-LOC103861565
XM_033287423.1	gene-LOC103861779
XM_033287424.1	gene-LOC117132642
XM_033287068.1	gene-LOC103861568
XM_009139286.3	gene-LOC103861568
XM_009139287.3	gene-LOC103861569
XM_033287111.1	gene-LOC103861571
XM_033287107.1	gene-LOC103861571
XM_033287106.1	gene-LOC103861571
XM_033287102.1	gene-LOC103861571
XM_033287104.1	gene-LOC103861571
XM_033287105.1	gene-LOC103861571
