XM_018625787.1	gene-LOC108852278
XM_018580141.1	gene-LOC108807919
TRNAK-UUU-16	gene-TRNAK-UUU
TRNAK-UUU-17	gene-TRNAK-UUU
XM_018577874.1	gene-LOC108805887
XM_018577546.1	gene-LOC108805623
XM_018577547.1	gene-LOC108805623
XR_001942761.1	gene-LOC108809011
XR_001942762.1	gene-LOC108809011
XR_001942763.1	gene-LOC108809011
XM_018585363.1	gene-LOC108812959
XM_018585364.1	gene-LOC108812959
XM_018584207.1	gene-LOC108812060
XM_018584211.1	gene-LOC108812064
XM_018584210.1	gene-LOC108812063
XM_018584209.1	gene-LOC108812061
XM_018584208.1	gene-LOC108812061
XR_001943436.1	gene-LOC108812065
XR_001943012.1	gene-LOC108810248
XM_018580143.1	gene-LOC108807920
XM_018585330.1	gene-LOC108812930
XM_018585328.1	gene-LOC108812930
XM_018585329.1	gene-LOC108812930
XM_018585331.1	gene-LOC108812932
XM_018579087.1	gene-LOC108806879
XM_018579088.1	gene-LOC108806879
XR_001942812.1	gene-LOC108809277
XM_018580144.1	gene-LOC108807922
XM_018579542.1	gene-LOC108807276
XM_018581235.1	gene-LOC108809105
XM_018581937.1	gene-LOC108809794
XM_018584505.1	gene-LOC108812282
XM_018582995.1	gene-LOC108810927
XM_018582504.1	gene-LOC108810390
XM_018580146.1	gene-LOC108807923
Parent=gene-LOC108810112	gene-LOC108810112
XM_018586492.1	gene-LOC108813821
XM_018580147.1	gene-LOC108807924
XM_018582049.1	gene-LOC108809916
XM_018582050.1	gene-LOC108809916
XM_018582620.1	gene-LOC108810510
XM_018582302.1	gene-LOC108810173
XM_018586434.1	gene-LOC108813780
XM_018586435.1	gene-LOC108813781
XM_018580148.1	gene-LOC108807925
XM_018583216.1	gene-LOC108811177
TRNAK-CUU-30	gene-TRNAK-CUU
XM_018580149.1	gene-LOC108807926
XM_018580150.1	gene-LOC108807928
XM_018577612.1	gene-LOC108805676
XM_018577611.1	gene-LOC108805675
Parent=gene-LOC108807929	gene-LOC108807929
XM_018582308.1	gene-LOC108810180
XM_018582309.1	gene-LOC108810180
XM_018582311.1	gene-LOC108810180
XM_018582312.1	gene-LOC108810180
Parent=gene-LOC108807311	gene-LOC108807311
XM_018585362.1	gene-LOC108812956
Parent=gene-LOC108812957	gene-LOC108812957
XR_001943148.1	gene-LOC108810638
XR_001943147.1	gene-LOC108810638
XM_018581300.1	gene-LOC108809167
XR_001942453.1	gene-LOC108805791
XM_018577732.1	gene-LOC108805791
XM_018577736.1	gene-LOC108805791
XM_018577733.1	gene-LOC108805791
XM_018577735.1	gene-LOC108805791
XM_018577734.1	gene-LOC108805791
XM_018578910.1	gene-LOC108806726
XR_001942941.1	gene-LOC108809987
XM_018578871.1	gene-LOC108806699
XM_018578872.1	gene-LOC108806699
XM_018578927.1	gene-LOC108806740
XM_018577516.1	gene-LOC108805595
XR_001942655.1	gene-LOC108807093
XR_001942657.1	gene-LOC108807093
XR_001942656.1	gene-LOC108807093
XM_018579343.1	gene-LOC108807093
XM_018579342.1	gene-LOC108807093
XR_001943604.1	gene-LOC108813790
XR_001943602.1	gene-LOC108813790
XR_001943601.1	gene-LOC108813790
XR_001943603.1	gene-LOC108813790
XR_001943599.1	gene-LOC108813790
XR_001943600.1	gene-LOC108813790
XM_018579584.1	gene-LOC108807315
XM_018583231.1	gene-LOC108811189
XM_018583228.1	gene-LOC108811189
XM_018583229.1	gene-LOC108811189
XM_018583230.1	gene-LOC108811189
XM_018581732.1	gene-LOC108809586
XR_001943178.1	gene-LOC108810776
XM_018581742.1	gene-LOC108809596
XM_018581442.1	gene-LOC108809295
XR_001942927.1	gene-LOC108809906
XM_018581311.1	gene-LOC108809177
XM_018581741.1	gene-LOC108809595
XM_018582640.1	gene-LOC108810534
XM_018583267.1	gene-LOC108811224
XR_001942443.1	gene-LOC108805769
XR_001942442.1	gene-LOC108805769
XR_001942444.1	gene-LOC108805769
XR_001942446.1	gene-LOC108805769
XR_001942445.1	gene-LOC108805769
XR_001942448.1	gene-LOC108805769
XR_001942447.1	gene-LOC108805769
XM_018577691.1	gene-LOC108805755
Parent=gene-LOC108805752	gene-LOC108805752
XM_018577690.1	gene-LOC108805754
XM_018577692.1	gene-LOC108805756
Parent=gene-LOC108805751	gene-LOC108805751
XM_018581594.1	gene-LOC108809454
XM_018583707.1	gene-LOC108811633
XR_001943353.1	gene-LOC108811634
XR_001943354.1	gene-LOC108811634
XM_018583710.1	gene-LOC108811634
XM_018583711.1	gene-LOC108811634
XM_018583708.1	gene-LOC108811634
XM_018583712.1	gene-LOC108811634
XM_018583713.1	gene-LOC108811634
XM_018583714.1	gene-LOC108811635
XM_018579739.1	gene-LOC108807449
XM_018582960.1	gene-LOC108810887
XM_018584614.1	gene-LOC108812366
XM_018584613.1	gene-LOC108812365
XM_018586073.1	gene-LOC108813500
XM_018578212.1	gene-LOC108806170
XM_018578214.1	gene-LOC108806171
XM_018578213.1	gene-LOC108806171
XM_018583598.1	gene-LOC108811543
Parent=gene-LOC108811550	gene-LOC108811550
XM_018583605.1	gene-LOC108811548
XM_018583600.1	gene-LOC108811544
XM_018583601.1	gene-LOC108811545
XM_018583602.1	gene-LOC108811545
XM_018583606.1	gene-LOC108811549
XM_018583597.1	gene-LOC108811542
TRNAP-AGG-17	gene-TRNAP-AGG
XM_018583603.1	gene-LOC108811546
XM_018583604.1	gene-LOC108811547
XM_018583607.1	gene-LOC108811552
XM_018582224.1	gene-LOC108810093
XM_018581918.1	gene-LOC108809775
XM_018578629.1	gene-LOC108806488
XM_018580152.1	gene-LOC108807930
XM_018581520.1	gene-LOC108809374
Parent=gene-LOC108807308	gene-LOC108807308
XM_018581995.1	gene-LOC108809859
XM_018582056.1	gene-LOC108809921
XM_018583164.1	gene-LOC108811112
XR_001943241.1	gene-LOC108811139
XM_018579171.1	gene-LOC108806954
XM_018583308.1	gene-LOC108811263
XM_018578909.1	gene-LOC108806725
XM_018580153.1	gene-LOC108807931
XM_018579687.1	gene-LOC108807404
XM_018579688.1	gene-LOC108807404
XM_018579686.1	gene-LOC108807403
XM_018580155.1	gene-LOC108807932
XM_018583501.1	gene-LOC108811454
XM_018582243.1	gene-LOC108810110
XM_018582244.1	gene-LOC108810110
XM_018582638.1	gene-LOC108810532
XM_018583066.1	gene-LOC108810998
XM_018582165.1	gene-LOC108810035
XM_018582380.1	gene-LOC108810257
XM_018582772.1	gene-LOC108810667
XM_018582614.1	gene-LOC108810503
XM_018580156.1	gene-LOC108807933
XR_001943151.1	gene-LOC108810668
XM_018582766.1	gene-LOC108810660
XM_018580157.1	gene-LOC108807934
Parent=gene-LOC108811700	gene-LOC108811700
XM_018583789.1	gene-LOC108811699
XM_018580158.1	gene-LOC108807935
XM_018583788.1	gene-LOC108811698
XM_018586338.1	gene-LOC108813706
Parent=gene-LOC108807936	gene-LOC108807936
XM_018580159.1	gene-LOC108807937
XM_018581992.1	gene-LOC108809856
Parent=gene-LOC108807938	gene-LOC108807938
XM_018582011.1	gene-LOC108809875
XM_018582010.1	gene-LOC108809875
XM_018586055.1	gene-LOC108813484
XM_018582111.1	gene-LOC108809978
XM_018580160.1	gene-LOC108807940
XM_018580161.1	gene-LOC108807941
XM_018578546.1	gene-LOC108806428
XM_018579677.1	gene-LOC108807396
XM_018580162.1	gene-LOC108807942
XM_018580164.1	gene-LOC108807943
XM_018578563.1	gene-LOC108806441
XM_018579679.1	gene-LOC108807398
XM_018585421.1	gene-LOC108813004
XM_018585419.1	gene-LOC108813003
XM_018582664.1	gene-LOC108810561
XM_018582665.1	gene-LOC108810561
XM_018580165.1	gene-LOC108807944
Parent=gene-LOC108809707	gene-LOC108809707
XM_018580166.1	gene-LOC108807945
Parent=gene-LOC108810965	gene-LOC108810965
XM_018581957.1	gene-LOC108809822
XM_018578156.1	gene-LOC108806125
TRNAP-UGG-17	gene-TRNAP-UGG
XM_018582566.1	gene-LOC108810462
XM_018583171.1	gene-LOC108811118
XM_018578427.1	gene-LOC108806338
XM_018585789.1	gene-LOC108813273
XM_018585790.1	gene-LOC108813273
XM_018585791.1	gene-LOC108813273
XM_018585792.1	gene-LOC108813276
XM_018585199.1	gene-LOC108812830
XM_018585200.1	gene-LOC108812830
XM_018578274.1	gene-LOC108806223
XM_018582429.1	gene-LOC108810309
XM_018580167.1	gene-LOC108807946
XM_018583917.1	gene-LOC108811821
XM_018577656.1	gene-LOC108805727
TRNAD-GUC-17	gene-TRNAD-GUC
XM_018578868.1	gene-LOC108806695
XM_018586144.1	gene-LOC108813561
XM_018586145.1	gene-LOC108813561
XR_001943196.1	gene-LOC108810856
XM_018578475.1	gene-LOC108806379
XM_018578651.1	gene-LOC108806509
XM_018581328.1	gene-LOC108809190
XM_018578853.1	gene-LOC108806683
XM_018586389.1	gene-LOC108813743
XM_018586391.1	gene-LOC108813743
XR_001943195.1	gene-LOC108810855
XM_018579581.1	gene-LOC108807310
XM_018579347.1	gene-LOC108807095
XM_018581930.1	gene-LOC108809786
XM_018582399.1	gene-LOC108810276
XM_018582398.1	gene-LOC108810276
XM_018580168.1	gene-LOC108807947
XM_018578965.1	gene-LOC108806773
XR_001943244.1	gene-LOC108811149
XM_018581859.1	gene-LOC108809701
Parent=gene-LOC108813756	gene-LOC108813756
XM_018586405.1	gene-LOC108813757
XM_018583571.1	gene-LOC108811514
XM_018583572.1	gene-LOC108811515
XM_018583570.1	gene-LOC108811513
XM_018583567.1	gene-LOC108811511
XM_018583569.1	gene-LOC108811512
TRNAV-AAC-17	gene-TRNAV-AAC
XM_018580169.1	gene-LOC108807949
Parent=gene-LOC108807950	gene-LOC108807950
XM_018579471.1	gene-LOC108807215
XM_018580170.1	gene-LOC108807951
XM_018579465.1	gene-LOC108807211
XM_018586513.1	gene-LOC108813841
XM_018579372.1	gene-LOC108807118
XM_018582942.1	gene-LOC108810867
XM_018580172.1	gene-LOC108807952
XM_018581189.1	gene-LOC108809063
XM_018585248.1	gene-LOC108812865
XM_018585247.1	gene-LOC108812865
XM_018585249.1	gene-LOC108812866
XM_018585250.1	gene-LOC108812866
XM_018581452.1	gene-LOC108809303
XM_018580173.1	gene-LOC108807953
TRNAL-AAG-18	gene-TRNAL-AAG
XM_018578987.1	gene-LOC108806795
XM_018578988.1	gene-LOC108806796
XM_018582635.1	gene-LOC108810530
XM_018580174.1	gene-LOC108807954
XM_018579462.1	gene-LOC108807207
XM_018579461.1	gene-LOC108807206
Parent=gene-LOC108811150	gene-LOC108811150
XM_018583185.1	gene-LOC108811135
XM_018585799.1	gene-LOC108813281
XM_018581837.1	gene-LOC108809678
XM_018586462.1	gene-LOC108813804
XM_018586464.1	gene-LOC108813804
XM_018586463.1	gene-LOC108813804
Parent=gene-LOC108807955	gene-LOC108807955
XM_018579482.1	gene-LOC108807226
XM_018579680.1	gene-LOC108807399
XM_018579681.1	gene-LOC108807399
XM_018581646.1	gene-LOC108809507
XR_001942829.1	gene-LOC108809401
XR_001942578.1	gene-LOC108806643
XM_018578807.1	gene-LOC108806642
XM_018583884.1	gene-LOC108811793
XM_018585700.1	gene-LOC108813211
Parent=gene-LOC108807956	gene-LOC108807956
XM_018582968.1	gene-LOC108810895
XM_018586081.1	gene-LOC108813506
XM_018581751.1	gene-LOC108809608
XM_018580176.1	gene-LOC108807957
XM_018581752.1	gene-LOC108809609
XM_018579591.1	gene-LOC108807321
XM_018579590.1	gene-LOC108807321
XM_018580177.1	gene-LOC108807958
XM_018584182.1	gene-LOC108812039
XM_018584181.1	gene-LOC108812039
XM_018584180.1	gene-LOC108812038
XM_018584179.1	gene-LOC108812038
XM_018579741.1	gene-LOC108807450
XM_018584177.1	gene-LOC108812037
XM_018584176.1	gene-LOC108812037
XM_018579429.1	gene-LOC108807170
XR_001943013.1	gene-LOC108810249
XM_018578640.1	gene-LOC108806497
XM_018578641.1	gene-LOC108806497
XR_001942593.1	gene-LOC108806764
XR_001942592.1	gene-LOC108806764
XM_018580178.1	gene-LOC108807959
XM_018580179.1	gene-LOC108807960
XM_018581602.1	gene-LOC108809462
Parent=gene-LOC108807961	gene-LOC108807961
XR_001942420.1	gene-LOC108805619
XM_018577543.1	gene-LOC108805620
XR_001942421.1	gene-LOC108805621
XM_018585509.1	gene-LOC108813073
XM_018581605.1	gene-LOC108809466
Parent=gene-LOC108807963	gene-LOC108807963
XM_018577531.1	gene-LOC108805608
XM_018577533.1	gene-LOC108805609
XM_018585565.1	gene-LOC108813112
XM_018577714.1	gene-LOC108805775
XM_018577713.1	gene-LOC108805774
XM_018577712.1	gene-LOC108805774
XM_018577711.1	gene-LOC108805774
XM_018581078.1	gene-LOC108808969
XM_018583023.1	gene-LOC108810954
XR_001942840.1	gene-LOC108809463
XM_018577765.1	gene-LOC108805812
XM_018579135.1	gene-LOC108806922
XM_018580180.1	gene-LOC108807964
XM_018580182.1	gene-LOC108807965
XM_018580183.1	gene-LOC108807966
XM_018581277.1	gene-LOC108809143
XM_018582087.1	gene-LOC108809957
XM_018580184.1	gene-LOC108807967
XM_018583202.1	gene-LOC108811157
XM_018583172.1	gene-LOC108811121
XM_018583040.1	gene-LOC108810973
XM_018579099.1	gene-LOC108806890
XM_018585900.1	gene-LOC108813363
XM_018578223.1	gene-LOC108806179
XM_018579602.1	gene-LOC108807331
XM_018580185.1	gene-LOC108807968
XR_001942488.1	gene-LOC108806021
XR_001942489.1	gene-LOC108806021
XR_001942487.1	gene-LOC108806021
XM_018578030.1	gene-LOC108806019
TRNAI-AAU-32	gene-TRNAI-AAU
XM_018578031.1	gene-LOC108806020
TRNAT-GGU	gene-TRNAT-GGU
Parent=gene-LOC108807969	gene-LOC108807969
XM_018579651.1	gene-LOC108807373
XM_018582145.1	gene-LOC108810018
XM_018580187.1	gene-LOC108807971
XM_018585739.1	gene-LOC108813243
XM_018585737.1	gene-LOC108813243
XM_018585740.1	gene-LOC108813243
XM_018585741.1	gene-LOC108813244
XM_018585506.1	gene-LOC108813070
XM_018585505.1	gene-LOC108813070
XM_018585503.1	gene-LOC108813070
XM_018585504.1	gene-LOC108813070
XM_018578200.1	gene-LOC108806160
XM_018578201.1	gene-LOC108806160
XM_018578198.1	gene-LOC108806160
XM_018586011.1	gene-LOC108813452
XM_018586010.1	gene-LOC108813451
XM_018586012.1	gene-LOC108813453
XM_018582219.1	gene-LOC108810088
XM_018586561.1	gene-LOC108813878
XM_018586560.1	gene-LOC108813878
XM_018586559.1	gene-LOC108813877
XM_018582851.1	gene-LOC108810763
Parent=gene-LOC108807972	gene-LOC108807972
XM_018581603.1	gene-LOC108809464
XM_018580188.1	gene-LOC108807973
XM_018580189.1	gene-LOC108807975
XM_018581220.1	gene-LOC108809093
XR_001942805.1	gene-LOC108809262
XR_001942803.1	gene-LOC108809262
XR_001942804.1	gene-LOC108809262
XR_001942811.1	gene-LOC108809276
XR_001942809.1	gene-LOC108809276
XR_001942810.1	gene-LOC108809276
XM_018579214.1	gene-LOC108806988
XR_001943431.1	gene-LOC108811993
XR_001943430.1	gene-LOC108811992
XM_018582503.1	gene-LOC108810389
XR_001943250.1	gene-LOC108811172
XR_001943251.1	gene-LOC108811172
XM_018582542.1	gene-LOC108810431
XM_018579158.1	gene-LOC108806942
XM_018586063.1	gene-LOC108813493
XM_018582816.1	gene-LOC108810728
XM_018581639.1	gene-LOC108809501
XM_018584900.1	gene-LOC108812602
Parent=gene-LOC108810947	gene-LOC108810947
XM_018581067.1	gene-LOC108808955
XM_018581425.1	gene-LOC108809282
XM_018577949.1	gene-LOC108805952
XM_018577948.1	gene-LOC108805952
XM_018577945.1	gene-LOC108805951
XM_018577947.1	gene-LOC108805951
XM_018578053.1	gene-LOC108806038
XM_018582132.1	gene-LOC108810002
Parent=gene-LOC108807976	gene-LOC108807976
XM_018580191.1	gene-LOC108807977
XM_018583288.1	gene-LOC108811246
XM_018583252.1	gene-LOC108811208
XM_018582629.1	gene-LOC108810521
Parent=gene-LOC108807978	gene-LOC108807978
XM_018581902.1	gene-LOC108809753
XR_001943065.1	gene-LOC108810377
XR_001943064.1	gene-LOC108810377
Parent=gene-LOC108811291	gene-LOC108811291
XM_018580192.1	gene-LOC108807979
Parent=gene-LOC108809390	gene-LOC108809390
XM_018583161.1	gene-LOC108811105
XM_018585517.1	gene-LOC108813080
TRNAV-UAC-9	gene-TRNAV-UAC
XM_018585515.1	gene-LOC108813079
XM_018585516.1	gene-LOC108813079
XR_001943525.1	gene-LOC108813082
XM_018582655.1	gene-LOC108810550
XM_018583940.1	gene-LOC108811837
XM_018579519.1	gene-LOC108807257
XM_018582771.1	gene-LOC108810666
XM_018581838.1	gene-LOC108809679
XM_018579666.1	gene-LOC108807385
XM_018581997.1	gene-LOC108809862
XM_018578178.1	gene-LOC108806143
XM_018578179.1	gene-LOC108806144
TRNAT-CGU-5	gene-TRNAT-CGU
XM_018583581.1	gene-LOC108811527
XM_018583580.1	gene-LOC108811525
XM_018580193.1	gene-LOC108807980
Parent=gene-LOC108809016	gene-LOC108809016
XM_018578443.1	gene-LOC108806351
XM_018580194.1	gene-LOC108807982
XM_018579417.1	gene-LOC108807160
XM_018578756.1	gene-LOC108806603
XM_018578816.1	gene-LOC108806647
XM_018578814.1	gene-LOC108806647
XM_018578815.1	gene-LOC108806647
XM_018585950.1	gene-LOC108813409
XM_018585951.1	gene-LOC108813411
XM_018580196.1	gene-LOC108807983
Parent=gene-LOC108807451	gene-LOC108807451
XR_001942971.1	gene-LOC108810132
XM_018582850.1	gene-LOC108810762
XM_018586131.1	gene-LOC108813548
XM_018586130.1	gene-LOC108813548
XM_018586573.1	gene-LOC108813887
XM_018586572.1	gene-LOC108813886
XM_018577791.1	gene-LOC108805832
XM_018581525.1	gene-LOC108809378
XM_018581459.1	gene-LOC108809312
XM_018583074.1	gene-LOC108811011
XM_018580197.1	gene-LOC108807984
XR_001942771.1	gene-LOC108809028
XR_001942749.1	gene-LOC108808913
XM_018585804.1	gene-LOC108813287
XM_018585805.1	gene-LOC108813287
XM_018578946.1	gene-LOC108806758
XM_018579313.1	gene-LOC108807072
XM_018578592.1	gene-LOC108806465
XM_018578591.1	gene-LOC108806465
XM_018578593.1	gene-LOC108806465
TRNAA-AGC-24	gene-TRNAA-AGC
XM_018579479.1	gene-LOC108807222
XM_018582564.1	gene-LOC108810457
XM_018579646.1	gene-LOC108807369
XR_001942825.1	gene-LOC108809362
XM_018581506.1	gene-LOC108809361
XM_018584770.1	gene-LOC108812493
XM_018584769.1	gene-LOC108812492
XM_018585618.1	gene-LOC108813151
XM_018585617.1	gene-LOC108813151
XM_018585619.1	gene-LOC108813151
XR_001943478.1	gene-LOC108812412
XM_018584664.1	gene-LOC108812412
XM_018584663.1	gene-LOC108812411
XM_018582505.1	gene-LOC108810391
XM_018579150.1	gene-LOC108806934
XM_018579180.1	gene-LOC108806961
XM_018585126.1	gene-LOC108812775
XM_018581904.1	gene-LOC108809756
Parent=gene-LOC108807985	gene-LOC108807985
XM_018582142.1	gene-LOC108810014
XM_018581484.1	gene-LOC108809336
XM_018580198.1	gene-LOC108807986
XM_018579691.1	gene-LOC108807407
XM_018580199.1	gene-LOC108807987
XM_018580200.1	gene-LOC108807989
TRNAW-CCA-19	gene-TRNAW-CCA
XM_018582369.1	gene-LOC108810238
XM_018582434.1	gene-LOC108810314
XM_018581673.1	gene-LOC108809533
XM_018579164.1	gene-LOC108806948
XR_001943166.1	gene-LOC108810723
XM_018578253.1	gene-LOC108806205
XM_018578254.1	gene-LOC108806206
XR_001943329.1	gene-LOC108811534
Parent=gene-LOC108807990	gene-LOC108807990
XR_001943330.1	gene-LOC108811535
XR_001943331.1	gene-LOC108811535
Parent=gene-LOC108807991	gene-LOC108807991
XM_018580202.1	gene-LOC108807992
Parent=gene-LOC108807993	gene-LOC108807993
XM_018586183.1	gene-LOC108813588
XM_018582736.1	gene-LOC108810636
XM_018580203.1	gene-LOC108807994
XM_018582118.1	gene-LOC108809986
XM_018578280.1	gene-LOC108806230
XM_018579019.1	gene-LOC108806822
XM_018579221.1	gene-LOC108806995
XM_018578916.1	gene-LOC108806730
XM_018585197.1	gene-LOC108812828
XM_018579109.1	gene-LOC108806899
XR_001942906.1	gene-LOC108809773
XR_001942868.1	gene-LOC108809655
XR_001942870.1	gene-LOC108809655
XR_001942869.1	gene-LOC108809655
XR_001942871.1	gene-LOC108809655
Parent=gene-LOC108809654	gene-LOC108809654
XM_018579141.1	gene-LOC108806926
XM_018580205.1	gene-LOC108807995
XM_018580206.1	gene-LOC108807997
XM_018581419.1	gene-LOC108809275
XM_018581420.1	gene-LOC108809275
XM_018580207.1	gene-LOC108807998
XM_018580208.1	gene-LOC108807999
XM_018580210.1	gene-LOC108808000
XM_018581338.1	gene-LOC108809198
XM_018582805.1	gene-LOC108810713
XM_018579659.1	gene-LOC108807381
XM_018585320.1	gene-LOC108812922
XM_018583897.1	gene-LOC108811806
XM_018582236.1	gene-LOC108810103
XM_018582235.1	gene-LOC108810103
XM_018581860.1	gene-LOC108809703
XM_018580211.1	gene-LOC108808001
XR_001943168.1	gene-LOC108810731
XM_018582951.1	gene-LOC108810875
XM_018580212.1	gene-LOC108808002
XM_018584836.1	gene-LOC108812548
XM_018581309.1	gene-LOC108809176
XM_018581310.1	gene-LOC108809176
XM_018580213.1	gene-LOC108808003
XM_018582820.1	gene-LOC108810734
XM_018578367.1	gene-LOC108806293
XM_018578366.1	gene-LOC108806293
XM_018583504.1	gene-LOC108811459
XM_018585750.1	gene-LOC108813253
XM_018585751.1	gene-LOC108813253
XM_018585752.1	gene-LOC108813253
XM_018585753.1	gene-LOC108813253
XM_018577647.1	gene-LOC108805714
XM_018585681.1	gene-LOC108813194
XM_018585679.1	gene-LOC108813194
XM_018585680.1	gene-LOC108813194
XR_001942684.1	gene-LOC108807177
XM_018583505.1	gene-LOC108811460
XM_018578664.1	gene-LOC108806526
XM_018581423.1	gene-LOC108809279
XM_018584346.1	gene-LOC108812167
XM_018584348.1	gene-LOC108812168
XM_018584349.1	gene-LOC108812169
XM_018578570.1	gene-LOC108806448
XM_018578571.1	gene-LOC108806448
XM_018582472.1	gene-LOC108810355
XM_018580214.1	gene-LOC108808005
XM_018586003.1	gene-LOC108813446
XM_018586002.1	gene-LOC108813445
XM_018580215.1	gene-LOC108808006
XM_018581498.1	gene-LOC108809353
XR_001943044.1	gene-LOC108810320
XR_001943045.1	gene-LOC108810320
XR_001943046.1	gene-LOC108810320
Parent=gene-LOC108810241	gene-LOC108810241
XM_018581167.1	gene-LOC108809043
XM_018579181.1	gene-LOC108806962
Parent=gene-LOC108808007	gene-LOC108808007
Parent=gene-LOC108806199	gene-LOC108806199
XM_018580217.1	gene-LOC108808008
XM_018578203.1	gene-LOC108806162
XM_018577655.1	gene-LOC108805725
XM_018578730.1	gene-LOC108806578
XR_001943229.1	gene-LOC108811095
XM_018580218.1	gene-LOC108808009
Parent=gene-LOC108808010	gene-LOC108808010
TRNAH-GUG-19	gene-TRNAH-GUG
TRNAH-GUG-20	gene-TRNAH-GUG
XM_018580219.1	gene-LOC108808011
XM_018582107.1	gene-LOC108809974
XR_001942635.1	gene-LOC108806977
XR_001942634.1	gene-LOC108806977
XR_001942633.1	gene-LOC108806977
Parent=gene-LOC108808012	gene-LOC108808012
XM_018583792.1	gene-LOC108811704
XM_018584244.1	gene-LOC108812085
XM_018584242.1	gene-LOC108812085
XM_018584243.1	gene-LOC108812085
XM_018584245.1	gene-LOC108812085
XM_018580221.1	gene-LOC108808013
Parent=gene-LOC108808014	gene-LOC108808014
XM_018584246.1	gene-LOC108812086
XR_001943437.1	gene-LOC108812089
XM_018584247.1	gene-LOC108812088
XM_018581847.1	gene-LOC108809689
XM_018581848.1	gene-LOC108809689
XM_018585723.1	gene-LOC108813231
XM_018582264.1	gene-LOC108810131
XM_018580222.1	gene-LOC108808015
XM_018584386.1	gene-LOC108812198
XM_018584391.1	gene-LOC108812202
XM_018584384.1	gene-LOC108812197
XM_018584385.1	gene-LOC108812197
XM_018584390.1	gene-LOC108812201
XM_018584388.1	gene-LOC108812199
XM_018584389.1	gene-LOC108812200
XM_018586306.1	gene-LOC108813678
XM_018586307.1	gene-LOC108813678
XM_018581529.1	gene-LOC108809384
XM_018578806.1	gene-LOC108806641
XM_018586191.1	gene-LOC108813594
XM_018586192.1	gene-LOC108813594
XM_018586193.1	gene-LOC108813594
XM_018586190.1	gene-LOC108813593
XM_018578276.1	gene-LOC108806225
XM_018578006.1	gene-LOC108805997
Parent=gene-LOC108808017	gene-LOC108808017
XR_001943221.1	gene-LOC108811059
XM_018577990.1	gene-LOC108805980
XM_018583208.1	gene-LOC108811166
XM_018580224.1	gene-LOC108808018
XM_018580225.1	gene-LOC108808019
XM_018580226.1	gene-LOC108808020
XM_018583226.1	gene-LOC108811187
TRNAN-GUU-19	gene-TRNAN-GUU
XM_018581490.1	gene-LOC108809342
XM_018585706.1	gene-LOC108813216
Parent=gene-LOC108808021	gene-LOC108808021
Parent=gene-LOC108808022	gene-LOC108808022
XM_018579163.1	gene-LOC108806946
XM_018578464.1	gene-LOC108806371
XM_018586028.1	gene-LOC108813465
XM_018586030.1	gene-LOC108813466
XM_018586029.1	gene-LOC108813466
XM_018585936.1	gene-LOC108813396
XM_018585935.1	gene-LOC108813395
XM_018585934.1	gene-LOC108813394
XM_018584240.1	gene-LOC108812083
XM_018584238.1	gene-LOC108812082
XM_018584236.1	gene-LOC108812082
XM_018584239.1	gene-LOC108812082
XM_018584235.1	gene-LOC108812081
XM_018584241.1	gene-LOC108812084
XM_018578094.1	gene-LOC108806068
XR_001943522.1	gene-LOC108813032
XM_018577608.1	gene-LOC108805672
XM_018577609.1	gene-LOC108805673
XM_018585007.1	gene-LOC108812682
XM_018580227.1	gene-LOC108808023
XM_018585010.1	gene-LOC108812683
XM_018585008.1	gene-LOC108812683
XR_001942943.1	gene-LOC108809989
XR_001942942.1	gene-LOC108809989
XM_018581586.1	gene-LOC108809444
XM_018581585.1	gene-LOC108809444
XM_018584336.1	gene-LOC108812160
XM_018584339.1	gene-LOC108812160
XM_018584338.1	gene-LOC108812160
XM_018584337.1	gene-LOC108812160
XM_018578956.1	gene-LOC108806767
XM_018578955.1	gene-LOC108806766
XR_001943268.1	gene-LOC108811283
XM_018580229.1	gene-LOC108808024
XM_018584035.1	gene-LOC108811924
XM_018584037.1	gene-LOC108811925
XM_018584038.1	gene-LOC108811926
XM_018584039.1	gene-LOC108811927
XM_018584040.1	gene-LOC108811928
XM_018584042.1	gene-LOC108811928
XM_018584041.1	gene-LOC108811928
XM_018584043.1	gene-LOC108811929
XM_018580230.1	gene-LOC108808025
XM_018580231.1	gene-LOC108808026
XM_018583549.1	gene-LOC108811499
XM_018583548.1	gene-LOC108811499
XR_001943322.1	gene-LOC108811501
XR_001943324.1	gene-LOC108811501
XR_001943323.1	gene-LOC108811501
XR_001943320.1	gene-LOC108811501
XR_001943321.1	gene-LOC108811501
XM_018583544.1	gene-LOC108811495
XM_018583542.1	gene-LOC108811493
XM_018583546.1	gene-LOC108811496
XM_018583545.1	gene-LOC108811496
XM_018583543.1	gene-LOC108811494
XM_018583541.1	gene-LOC108811492
XR_001943318.1	gene-LOC108811500
XR_001943317.1	gene-LOC108811500
XR_001943316.1	gene-LOC108811500
XR_001943319.1	gene-LOC108811500
XM_018583550.1	gene-LOC108811500
XM_018583554.1	gene-LOC108811500
XM_018583553.1	gene-LOC108811500
XM_018583555.1	gene-LOC108811500
XM_018583552.1	gene-LOC108811500
XM_018579742.1	gene-LOC108807452
XM_018579743.1	gene-LOC108807453
XM_018579744.1	gene-LOC108807454
XM_018583547.1	gene-LOC108811497
XR_001942746.1	gene-LOC108808882
XR_001942747.1	gene-LOC108808882
XR_001942745.1	gene-LOC108808882
XM_018580977.1	gene-LOC108808882
